Genome	DE96NGSUKBD140734Dm	DE91NGSUKBD140727Sc	DE90NGSUKBD140745Dm	DE86NGSUKBD140720Sc	DE85NGSUKBD140738Dm	DE80NGSUKBD140731Sc	DE75NGSUKBD140724Sc	DE74NGSUKBD140742Dm	DE69NGSUKBD140735Dm	DE64NGSUKBD140728Sc	DE63NGSUKBD140746Dm	DE59NGSUKBD140721Sc	DE58NGSUKBD140739Dm	DE53NGSUKBD140732Sc	DE48NGSUKBD140725Sc	DE47NGSUKBD140743Dm	DE42NGSUKBD140736Dm	DE37NGSUKBD140729Sc	DE32NGSUKBD140722Sc	DE31NGSUKBD140740Dm	DE26NGSUKBD140733Dm	DE21NGSUKBD140726Sc	DE20NGSUKBD140744Dm	DE16NGSUKBD140719Sc	DE15NGSUKBD140737Dm	DE10NGSUKBD140730Sc	DE05NGSUKBD140723Sc	DE04NGSUKBD140741Dm
3_binette_bin56	0	0	0.022306561	0	0.058149956	0	0	0.0407571	0	0	0.035882156	0	0.05146535	0	0	0.039759398	0	0	0	0.041384727	0	0	0.040472597	0	0.059217583	0	0	0.024571944
3_binette_bin57	0	0	0.02168675	0	0.052484408	0	0	0.038846217	0	0	0.032356158	0	0.046885494	0	0	0.03829165	0	0	0	0.039016835	0	0	0.037596628	0	0.05368266	0	0	0.02094462
3_binette_bin58	0	0	0.022435362	0	0.057688296	0	0	0.04195248	0	0	0.03444288	0	0.05067335	0	0	0.040808447	0	0	0	0.041995265	0	0	0.040525354	0	0.058870006	0	0	0.02411547
3_binette_bin59	0.5579149	0.07737134	0.03962716	0.06383326	0.046010938	0.077348724	0.07325684	0.01850695	0.5888204	0.06556612	0.024041228	0.06370304	0.08081427	0.07473539	0.08709824	0.019615414	0.5553991	0.09037548	0.070754655	0.016488556	0.706788	0.09093446	0.019927064	0.07440177	0.05927602	0.09284809	0.063995756	0.014339356
3_binette_bin6	0.042349346	0	0.021412378	0	0.041522264	0	0	0.031410392	0.050672464	0	0.027168969	0	0.040079705	0	0	0.031310007	0.043612015	0	0	0.031361382	0.055824704	0	0.030217964	0	0.0433265	0.014913878	0	0.016816461
3_binette_bin60	0.658821	0.07736291	0.06562791	0.06292887	0.053874116	0.072607286	0.06966674	0.026987065	0.6365794	0.060712572	0.03769538	0.0642436	0.091423966	0.071838684	0.07936985	0.018907038	0.59605503	0.08901621	0.06857614	0.025048153	0.7969352	0.084152415	0.018173266	0.07332209	0.0686972	0.096366316	0.061737183	0.0129699465
3_binette_bin61	0	0	0.015365399	0	0.044958245	0	0	0.02753764	0	0	0.023249177	0	0.04007663	0	0	0.028156782	0	0	0	0.02776631	0	0	0.02815018	0	0.044969764	0	0	0.022621844
3_binette_bin62	0	0	0.018226815	0	0.04213801	0	0	0.037005424	0	0	0.029004714	0	0.03835892	0	0	0.034173667	0	0	0	0.03403371	0	0	0.032136917	0	0.04370694	0	0	0.01511719
3_binette_bin63	0	0	0	0	0	0.018980859	0	0	0.34495708	0	0	0	0.010209565	0	0	0	0.62840664	0	0	0.048637588	0	0	0	0	0	0	0	0
3_binette_bin64	0	0	0.018857226	0	0.04368581	0	0	0.037254646	0	0	0.028423266	0	0.040117253	0	0	0.036252614	0	0	0	0.034726553	0	0	0.034100737	0	0.04552284	0	0	0.015571415
3_binette_bin65	0	0	0.021680845	0	0.059060864	0	0	0.039032668	0	0	0.032144263	0	0.051489115	0	0	0.038400695	0	0	0	0.039319105	0	0	0.03832593	0	0.058911648	0	0	0.02711521
3_binette_bin66	0	0	0	0	0	0.017271953	0	0	0.29996383	0	0	0	0.007781559	0	0	0	0.6623929	0	0	0.05465172	0	0	0	0	0	0	0	0
3_binette_bin67	0	0	0.016444005	0	0.04709988	0	0	0.03130497	0	0	0.025140995	0	0.042140864	0	0	0.030999925	0	0	0	0.03097077	0	0	0.030276049	0	0.048643976	0	0	0.021437613
3_binette_bin68	0	0	0.018043993	0	0.041618317	0	0	0.03519335	0	0	0.02827181	0	0.03751531	0	0	0.03286365	0	0	0	0.03353322	0	0	0.03235448	0	0.043283693	0	0	0.014614015
3_binette_bin69	0	0	0.020264583	0	0.04813256	0	0	0.04061231	0	0	0.032485664	0	0.04421757	0	0	0.03873779	0	0	0	0.03842974	0	0	0.0373375	0	0.049417302	0	0	0.017796537
3_binette_bin7	0	0	0.2264044	0.03607328	0.59853756	0	0	0.41031516	0	0	0.34294406	0	0.51686835	0	0	0.4055504	0	0	0	0.4186035	0	0	0.4100235	0	0.60271376	0	0	0.3140188
3_binette_bin70	0	0	0.053896766	0	0.12998366	0	0	0.10484532	0	0	0.08499309	0	0.11681655	0	0	0.10230628	0	0	0	0.10072573	0	0	0.09851538	0	0.13367586	0	0	0.056798026
3_binette_bin71	0	0	0.020558506	0	0.05151621	0	0	0.037954867	0	0	0.031246675	0	0.04592431	0	0	0.037488226	0	0	0	0.037499856	0	0	0.036873553	0	0.052500334	0	0	0.020644188
3_binette_bin72	0	0	0.018613316	0	0.050174806	0	0	0.03268419	0	0	0.027292563	0	0.04473606	0	0	0.03199848	0	0	0	0.032940198	0	0	0.032684512	0	0.05115317	0	0	0.024026327
3_binette_bin73	0	0	0.01774611	0	0.04849787	0	0	0.031149782	0	0	0.026243173	0	0.042257193	0	0	0.031155972	0	0	0	0.031168217	0	0	0.031040577	0	0.04929205	0	0	0.022303574
3_binette_bin74	0	0	0	0	0	0.020136015	0	0	0.38027164	0	0	0	0.009320536	0	0	0	0.7843583	0	0	0.063569695	0	0	0	0	0	0	0	0
3_binette_bin75	0	0	0.02096062	0	0.055802185	0	0	0.03831961	0	0	0.03204757	0	0.05081616	0	0	0.038723882	0	0	0	0.039346024	0	0	0.037488896	0	0.058038328	0	0	0.025051737
3_binette_bin76	0	0	0	0	0	0.018504547	0	0	0.30707917	0	0	0	0.007809656	0	0	0	0.5887577	0	0	0.050104644	0	0	0	0	0	0	0	0
3_binette_bin77	0	0	0.056568887	0	0.13866897	0	0	0.105392106	0	0	0.08854084	0	0.122028716	0	0	0.10364169	0	0	0	0.1038854	0	0	0.10320932	0	0.14175779	0	0	0.06222006
3_binette_bin78	4.305049	0	0	0	0.5149488	0	0	1.0719792	3.0778737	0	1.483728	0	0.6588411	0	0	0.05839673	2.823073	0	0	1.001391	3.1612773	0	0.07154379	0	0.4468611	0	0	0.35773572
3_binette_bin79	0	0	0.023512676	0	0.06266458	0	0	0.042918485	0	0	0.03613177	0	0.056302395	0	0	0.043324903	0	0	0	0.04365412	0	0	0.04163232	0	0.06482623	0	0	0.026840271
3_binette_bin8	0	0	0.01406496	0	0.04168986	0	0	0.025522325	0	0	0.02134831	0	0.036475826	0	0	0.02512727	0	0	0	0.025748398	0	0	0.025707329	0	0.04173393	0	0	0.019072233
3_binette_bin80	0	0	0.017123608	0	0.04275152	0	0	0.03244961	0	0	0.025745748	0	0.03791813	0	0	0.03114437	0	0	0	0.03168449	0	0	0.031009708	0	0.044022646	0	0	0.01596634
3_binette_bin81	0	0	0	0	0	0.018321266	0	0	0.23095572	0	0	0	0.00905989	0	0	0	0.50466716	0	0	0.053855803	0	0	0	0	0	0	0	0
3_binette_bin82	0	0	0	0	0	0.018861575	0	0	0.3693474	0	0	0	0.007811492	0	0	0	0.72892344	0	0	0.058505084	0	0	0	0	0	0	0	0
3_binette_bin83	0.21002065	0.054018505	0.035581395	0.043956805	0.033085927	0.052104972	0.04723004	0.020337908	0.22450759	0.044172328	0.02492789	0.041489974	0.04039234	0.051521003	0.061022047	0.022647813	0.19356734	0.062777035	0.051464465	0.021550793	0.2634087	0.05596539	0.020741919	0.049624782	0.036116023	0.06654256	0.04331724	0.011165978
3_binette_bin84	0	0	0.016377592	0	0.040578272	0	0	0.03286034	0	0	0.026226204	0	0.03741483	0	0	0.031805266	0	0	0	0.031423755	0	0	0.030982472	0	0.042248864	0	0	0.0146586215
3_binette_bin85	0	0	0.12554659	0.023127785	0.29779556	0	0	0.22294228	0	0	0.18781936	0	0.2596236	0	0	0.22057669	0	0	0	0.22778216	0	0	0.22196272	0	0.30330667	0	0	0.12652034
3_binette_bin86	0.79266024	0.085083626	0.041923057	0.06814751	0.058466516	0.08546629	0.0766901	0.020469304	0.7642224	0.0687016	0.027196094	0.06615213	0.11593953	0.07792023	0.094184905	0.021860855	0.7443627	0.09888802	0.07797705	0.018171044	0.9266797	0.100703746	0.02097817	0.0809503	0.07204293	0.095596425	0.069385715	0.011260791
3_binette_bin87	1.0754164	0.037996814	0.019196726	0.028750207	0.10198015	0.037471976	0.033315886	0.009162187	0.79484797	0.029694749	0.011428058	0.027577605	0.11901067	0.033799596	0.036082074	0.009777636	0.7019657	0.041051365	0.03224011	0.008308545	1.1049311	0.043356963	0.008349261	0.034393653	0.10236495	0.053588454	0.029116753	0.0058276975
3_binette_bin88	0	0	0.022581203	0	0.058950845	0	0	0.0406674	0	0	0.03344963	0	0.053148326	0	0	0.040554017	0	0	0	0.041202527	0	0	0.04048993	0	0.06142144	0	0	0.02591853
3_binette_bin89	0	0	0.017809292	0	0.04936493	0	0	0.03265602	0	0	0.026798228	0	0.04391711	0	0	0.031523407	0	0	0	0.032215632	0	0	0.03203754	0	0.050324276	0	0	0.023033245
3_binette_bin9	0.48102266	0.09749358	0.051327847	0.080428526	0.03815305	0.09678194	0.094255395	0.022777248	0.40343058	0.081685334	0.029738544	0.08264472	0.06432049	0.091104046	0.11271285	0.024863109	0.3863171	0.11398915	0.095031105	0.020372465	0.50000423	0.11056214	0.026101667	0.09331147	0.04143051	0.12014743	0.081491776	0.0198096
3_binette_bin90	0	0	0.018490897	0	0.042683084	0	0	0.036574386	0	0	0.03019272	0	0.03951817	0	0	0.03607698	0	0	0	0.03535362	0	0	0.03443014	0	0.04588537	0	0	0.015421153
3_binette_bin91	0	0	0.016786069	0	0.039282072	0	0	0.031898607	0	0	0.026999407	0	0.036490362	0	0	0.03204452	0	0	0	0.031792715	0	0	0.030673102	0	0.04105889	0	0	0.013959541
3_binette_bin92	1.0009341	0.06074814	0.030676102	0.049379203	0.075444974	0.06135309	0.05629181	0.015160423	0.8171623	0.050328486	0.018931095	0.047981977	0.13731235	0.054681357	0.068511516	0.016137376	0.8277602	0.06865758	0.05508046	0.012782371	1.0971363	0.070505925	0.015358485	0.056605063	0.08556246	0.06899314	0.049226236	0.010721686
3_binette_bin93	0	0	0.05495042	0	0.1384785	0	0	0.10454834	0	0	0.085052386	0	0.123009026	0	0	0.10241542	0	0	0	0.10047448	0	0	0.101040095	0	0.14023703	0	0	0.064020954
3_binette_bin94	0.6200613	0.15094191	0.069888644	0.12503324	0.05471232	0.16367051	0.14217523	0.037695628	0.79955363	0.13036138	0.05145801	0.10799629	0.096765056	0.1346361	0.17524421	0.04299787	0.7892632	0.16334793	0.1294697	0.035277907	0.95374274	0.19221462	0.035508472	0.14834243	0.07083474	0.14317237	0.12998901	0.0253738
3_binette_bin95	0	0	0.02971192	0	0.071968414	0	0	0.047667217	0	0	0.041292697	0	0.065542124	0	0	0.048720162	0	0	0	0.04833911	0	0	0.045908973	0	0.07257083	0	0	0.030731972
3_binette_bin96	0	0	1.833574	0.18316725	2.2860873	0	0	1.8889314	0	0	2.239185	0	2.0631566	0	0	1.6987182	0	0	0	1.9873989	0	0	1.7482567	0	1.9546896	0	0	1.1800221
3_binette_bin97	0	0	0.0124317445	0	0.041172292	0	0	0.022666316	0	0	0.018293707	0	0.03629485	0	0	0.02214074	0	0	0	0.022467017	0	0	0.023362676	0	0.040328544	0	0	0.02199995
3_binette_bin98	0	0	0.017714841	0	0.04228668	0	0	0.036441054	0	0	0.02918705	0	0.038713977	0	0	0.035549667	0	0	0	0.034508068	0	0	0.034563012	0	0.044504624	0	0	0.014997249
3_binette_bin99	0	0	0.015703414	0	0.04479531	0	0	0.02827975	0	0	0.023807643	0	0.040243268	0	0	0.028280664	0	0	0	0.028468281	0	0	0.02733329	0	0.0454926	0	0	0.021181388
4_binette_bin1	0.42172253	0.20586422	0.14896289	0.1800733	0.055762928	0.15047224	0.13422935	0.04801553	0.35513806	0.11322079	0.08281391	0.12861285	0.06691136	0.21091878	0.12169775	0.06709574	0.30039334	0.112943545	0.16435497	0.054958753	0.9727157	0.09498546	0.06074243	0.20622092	0.044024933	0.19481258	0.073724695	0.009658881
4_binette_bin10	0	0	0.023399826	0	0.043024566	0	0	0.044942405	0	0	0.037339896	0	0.038967736	0	0	0.043661553	0	0	0	0.0354221	0	0	0.043679688	0	0.044282477	0	0	0.019181315
4_binette_bin101	0	0	0.019516032	0	0.035511296	0	0	0.037128843	0	0	0.030615719	0	0.030978024	0	0	0.035718426	0	0	0	0.026996136	0	0	0.036846172	0	0.036442995	0	0	0.017633641
4_binette_bin102	0	0	0.5255995	0.10321636	1.355134	0	0	1.2519292	0	0	1.170571	0	1.5173485	0	0	1.2089254	0	0	0	0.9503503	0	0	1.3171927	0	1.1571087	0	0	0.7467315
4_binette_bin103	0	0	0.023111587	0	0.03858469	0	0	0.041755166	0	0	0.035178658	0	0.03559192	0	0	0.040800765	0	0	0	0.032535024	0	0	0.040435933	0	0.040774312	0	0	0.016810939
4_binette_bin104	0	0	0.021068312	0	0.036222663	0	0	0.049851507	0	0	0.033244353	0	0.033232324	0	0	0.039036587	0	0	0	0.032091454	0	0	0.038428638	0	0.03757073	0	0	0.016474338
4_binette_bin108	0	0	0.017092068	0	0.027299419	0	0	0.042135656	0	0	0.027841546	0	0.024866514	0	0	0.034199804	0	0	0	0.026842179	0	0	0.030531902	0	0.029149724	0	0	0.010828078
4_binette_bin109	0	0	0.01906249	0	0.030241674	0	0	0.040478878	0	0	0.029761547	0	0.028798923	0	0	0.036452938	0	0	0	0.030836781	0	0	0.0324507	0	0.031498134	0	0	0.0119752465
4_binette_bin11	0	0	0.021098979	0	0.035299174	0	0	0.0378507	0	0	0.031919226	0	0.03143914	0	0	0.036482766	0	0	0	0.027848683	0	0	0.03710533	0	0.036013424	0	0	0.016842829
4_binette_bin110	0	0	0.022547968	0	0.041823167	0	0	0.04380532	0	0	0.036765717	0	0.037523575	0	0	0.04187415	0	0	0	0.035753734	0	0	0.04094284	0	0.042231895	0	0	0.01786872
4_binette_bin111	0	0	0.089787446	0.017903686	0.19306323	0	0	0.16913344	0	0	0.13852663	0	0.17496993	0	0	0.16678524	0	0	0	0.15279491	0	0	0.16270149	0	0.19813633	0	0	0.090658195
4_binette_bin112	0	0	0.018846085	0	0.03491205	0	0	0.039180864	0	0	0.03210548	0	0.03165563	0	0	0.038612224	0	0	0	0.03117813	0	0	0.037363384	0	0.035728306	0	0	0.0132659245
4_binette_bin113	0.090658985	0.20394073	0.13866924	0.16530411	0.00745183	0.1791436	0.16391048	0.057307515	0.1223259	0.16544357	0.07984469	0.15634403	0.01919862	0.18690017	0.19967897	0.05737257	0.08863611	0.21293414	0.19117746	0.04966097	0.12495105	0.20213804	0.05836221	0.17712319	0.008512161	0.2187162	0.1536519	0.022244332
4_binette_bin116	0	0	1.2756524	0.23982176	3.3456426	0	0	2.3930163	0	0	2.0190501	0	3.0955946	0	0	2.2280836	0	0	0	2.1551576	0	0	2.077575	0	3.1772175	0	0	1.7505162
4_binette_bin117	0	0	0.023128886	0	0.037775766	0	0	0.039248105	0	0	0.032416392	0	0.03352206	0	0	0.03985809	0	0	0	0.029926108	0	0	0.03901533	0	0.03824141	0	0	0.01706489
4_binette_bin119	0	0	0.42245522	0.07066509	1.1105462	0	0	0.77232516	0	0	0.642768	0	0.9722081	0	0	0.7607499	0	0	0	0.7698971	0	0	0.77690345	0	1.1124647	0	0	0.60399175
4_binette_bin12	0	0	0.018256713	0	0.028705757	0	0	0.04189987	0	0	0.028964093	0	0.026964352	0	0	0.03464148	0	0	0	0.027868375	0	0	0.03178967	0	0.029787507	0	0	0.011631537
4_binette_bin120	0	0	0.07541548	0.01593632	0.16495812	0	0	0.14952956	0	0	0.120981425	0	0.14894493	0	0	0.14451766	0	0	0	0.13617057	0	0	0.14137377	0	0.16688636	0	0	0.07621172
4_binette_bin121	0	0	0.062814504	0	0.14257443	0	0	0.12086175	0	0	0.098983586	0	0.13092224	0	0	0.118730515	0	0	0	0.11223943	0	0	0.11901271	0	0.14611726	0	0	0.064388916
4_binette_bin122	0	0	0.021706918	0	0.037899103	0	0	0.04126583	0	0	0.033784855	0	0.034797024	0	0	0.0420007	0	0	0	0.03297169	0	0	0.04025576	0	0.039534494	0	0	0.015692212
4_binette_bin123	0	0	0.022701709	0	0.038351566	0	0	0.0381154	0	0	0.03217914	0	0.035363987	0	0	0.04055128	0	0	0	0.030950472	0	0	0.040023874	0	0.0395789	0	0	0.017586863
4_binette_bin124	0	0	0.027954169	0	0.055472296	0	0	0.05328692	0	0	0.04285713	0	0.051719658	0	0	0.051302217	0	0	0	0.044403117	0	0	0.050932396	0	0.05931431	0	0	0.026333464
4_binette_bin125	0	0	0.10393817	0.072123975	0.118432365	0.15599239	0.053180635	0.12146547	0	0	0.11275269	0.060042404	0.11285753	0	0.06277923	0.12753874	0	0.18266256	0	0.11693925	0	0	0.12659757	0.071721405	0.12343426	0.13621993	0	0.053377077
4_binette_bin126	0	0	0.017976437	0	0.031324282	0	0	0.03370179	0	0	0.027609603	0	0.028213225	0	0	0.033180222	0	0	0	0.022158962	0	0	0.034051534	0	0.031911626	0	0	0.020588063
4_binette_bin127	0	0	0.016276667	0	0.026974376	0	0	0.03485292	0	0	0.027833717	0	0.025639754	0	0	0.033371102	0	0	0	0.026537357	0	0	0.029809296	0	0.028009858	0	0	0.010052438
4_binette_bin128	0	0	0.08402388	0.022334583	0.14607856	0	0	0.1674374	0	0	0.13492274	0	0.14460765	0	0	0.172439	0	0	0	0.13825591	0	0	0.15351352	0	0.16625392	0	0	0.050679773
4_binette_bin129	0	0	0.01739812	0	0.031923503	0	0	0.03464246	0	0	0.028495379	0	0.02928924	0	0	0.034835126	0	0	0	0.023130624	0	0	0.033930756	0	0.032157324	0	0	0.020263603
4_binette_bin13	0	0	0.07999012	0	0.1706916	0	0	0.15599434	0	0	0.12675166	0	0.1539388	0	0	0.15246435	0	0	0	0.14159146	0	0	0.14863424	0	0.17605326	0	0	0.07525087
4_binette_bin130	0	3.9169283	2.4808223	4.202214	0.00689424	3.771967	4.523164	0.86164105	0.44935519	4.9193683	1.1869198	5.109265	0.08179948	4.6342697	3.6875968	1.105934	0	3.544043	4.6758523	0.88597775	0	3.4293008	1.1106128	4.5335326	0.007022434	3.5276337	4.782543	0.32553855
4_binette_bin131	0.05148067	0.23184793	0.13686694	0.18288456	0.011675095	0.22177355	0.17788017	0.07090186	0.09829575	0.19144894	0.09571896	0.14234647	0.0228312	0.20492704	0.19910908	0.07172011	0.055500045	0.22761612	0.17004341	0.06602883	0.07767219	0.24651268	0.056218386	0.20790158	0.0140483	0.19287692	0.17253023	0.038476706
4_binette_bin132	0	0	0.020491159	0	0.035266634	0	0	0.0377624	0	0	0.033326577	0	0.03187514	0	0	0.03855117	0	0	0	0.029578831	0	0	0.03704283	0	0.03700982	0	0	0.015423075
4_binette_bin133	0	0	0.05182438	0	0.093857646	0	0	0.08958132	0	0	0.06791921	0	0.08475537	0	0	0.086985335	0	0	0	0.07843591	0	0	0.08940842	0	0.09850948	0	0	0.04678865
4_binette_bin134	0	0	0.10770671	0.019021844	0.22574016	0	0	0.21671222	0	0	0.20304583	0	0.21744151	0	0	0.23162843	0	0	0	0.19050148	0	0	0.20220487	0	0.20261812	0	0	0.09684752
4_binette_bin135	0	0	0.028623605	0	0.036713287	0	0	0.04214515	0	0	0.031682592	0	0.03327098	0	0	0.0420304	0	0	0	0.026913412	0	0	0.03952342	0	0.036887333	0	0	0.027381985
4_binette_bin136	0	0	0.032482136	0	0.05163343	0	0	0.05508236	0	0	0.0454597	0	0.047758635	0	0	0.051070243	0	0	0	0.041616056	0	0	0.05101984	0	0.05529146	0	0	0.025325054
4_binette_bin137	0	0	0.025937976	0	0.031719673	0	0	0.04263524	0	0	0.038216803	0	0.02538358	0	0	0.039561756	0	0	0	0.03463759	0	0	0.03934357	0	0.032328468	0	0	0.015150701
4_binette_bin138	0	0	0.051788058	0	0.06217515	0	0	0.06133169	0	0	0.0570731	0	0.0567053	0	0	0.06548719	0	0	0	0.05215062	0	0	0.06397891	0	0.0614132	0	0	0.031038603
4_binette_bin139	0	0.68089247	0.41059223	0.5470792	0	0.7061601	0.7599484	0.17115189	0.119664244	0.64090127	0.23680949	0.6117642	0.020893874	0.67910767	0.8134659	0.21593787	0	0.7814641	0.79830265	0.15795198	0	0.7223472	0.2838636	0.69491696	0	0.5711104	0.66962117	0.2739807
4_binette_bin14	0.104707606	0.1878072	0.12109628	0.15339224	0.009226301	0.16949879	0.15975793	0.051469862	0.13329738	0.15084577	0.071926884	0.15183437	0.021018695	0.17109941	0.18315728	0.054878823	0.101687826	0.20886292	0.16613007	0.044941556	0.13499494	0.18560421	0.05342083	0.1722037	0.010597428	0.20764816	0.14600068	0.020450884
4_binette_bin140	0.18888563	0.36829802	0.19228303	0.3109312	0.018622003	0.3007724	0.26674512	0.09060849	0.242538	0.3207397	0.120256655	0.3214704	0.038413547	0.31798986	0.28757417	0.10382008	0.20659134	0.28181344	0.298412	0.07810404	0.24168527	0.3149451	0.088854805	0.33813852	0.02346041	0.3023986	0.29478437	0.032208495
4_binette_bin15	0	0	0.024064455	0	0.035284016	0	0	0.041900918	0	0	0.034374315	0	0.0336181	0	0	0.039644387	0	0	0	0.032024506	0	0	0.037933335	0	0.036349162	0	0	0.013967562
4_binette_bin16	0	0	0.01812144	0	0.033885613	0	0	0.037333924	0	0	0.030441744	0	0.030739984	0	0	0.03476937	0	0	0	0.026609799	0	0	0.035717655	0	0.034680005	0	0	0.0161529
4_binette_bin17	0	0	0.020676028	0	0.036676332	0	0	0.03739627	0	0	0.031576093	0	0.032686155	0	0	0.036947872	0	0	0	0.027338276	0	0	0.03755644	0	0.036513805	0	0	0.019175
4_binette_bin18	0	0	0.02163993	0	0.038275976	0	0	0.038933516	0	0	0.03348885	0	0.03400218	0	0	0.0393076	0	0	0	0.029894484	0	0	0.038872637	0	0.03929985	0	0	0.019284053
4_binette_bin19	0	0	0.026374519	0	0	0	0	0.010206254	0	0	0.00613049	0	0	0	0	0.014964769	0	0	0	0	0	0	0.06085844	0	0	0	0	0
4_binette_bin2	0	0	0.020416545	0	0.0356937	0	0	0.048135355	0	0	0.032434713	0	0.03237709	0	0	0.03838145	0	0	0	0.031870484	0	0	0.03746159	0	0.03678955	0	0	0.015587152
4_binette_bin20	0	0	0.01777465	0	0.030002758	0	0	0.034628127	0	0	0.02881065	0	0.028545758	0	0	0.034256738	0	0	0	0.026869696	0	0	0.03281398	0	0.031507026	0	0	0.012423697
4_binette_bin21	0	0.36606514	0.7437828	0.33521852	0.5124676	0.34093973	0.3460227	0.8507127	0.11321508	0.30832708	0.65629715	0.30719873	0.551866	0.36989957	0.35521308	0.60278374	0	0.44907054	0.3086392	0.5163366	0	0.37361836	0.54022694	0.2772435	0.6456216	0.6117073	0.2617649	0.37955022
4_binette_bin22	0	0	0.01792586	0	0.027375093	0	0	0.036447857	0	0	0.025920693	0	0.026271	0	0	0.03450176	0	0	0	0.02758905	0	0	0.032254916	0	0.028812546	0	0	0.010929967
4_binette_bin23	0	0	0.05651644	0	0.14079365	0	0	0.10537694	0	0	0.08746365	0	0.12730451	0	0	0.10626581	0	0	0	0.09666908	0	0	0.1034524	0	0.14121546	0	0	0.08635443
4_binette_bin24	0	0	0.1402431	0.031399366	0.2868635	0	0	0.24697356	0	0	0.21030505	0	0.26009312	0	0	0.2462684	0	0	0	0.23526543	0	0	0.2440797	0	0.29707992	0	0	0.119486526
4_binette_bin25	0	0	0.024604872	0	0.044152748	0	0	0.046803307	0	0	0.0384774	0	0.040020276	0	0	0.04565623	0	0	0	0.037173063	0	0	0.044723406	0	0.04582281	0	0	0.019014487
4_binette_bin29	0	0.44051215	0.3464562	0.36089012	0	0.4462614	0.48506662	0.14572963	0.07919822	0.41311872	0.202769	0.5569832	0.013828631	0.44839382	0.5214017	0.17930278	0	0.50933266	0.6818075	0.13446578	0	0.4545127	0.23593627	0.64066637	0	0.35033068	0.4112883	0.17861915
4_binette_bin32	0	0.263712	0.22814722	0.3340941	0	0.22674216	0.28293374	0.08307558	0.06395625	0.24305657	0.12876968	0.32284755	0.013987202	0.33086303	0.32214946	0.089069284	0	0.37054417	0.34618995	0.06731163	0	0.21761417	0.123867	0.2953356	0	0.29726025	0.28197002	0.021285228
4_binette_bin4	0.12027646	0.42650297	0.2812376	0.3384178	0.009927718	0.39341408	0.35306785	0.11461275	0.16918026	0.35675648	0.16298279	0.3415738	0.027802978	0.4005063	0.39613137	0.11129214	0.10190919	0.4618739	0.35918796	0.10397711	0.14250931	0.42274702	0.10565293	0.36790225	0.01054446	0.5063255	0.32858738	0.051316507
4_binette_bin44	0	0.49710488	0.23492141	0.35731688	0	0.48734635	0.5390063	0.12896974	0.088864736	0.8496552	0.23525889	0.33368522	0.019746393	0.41086861	0.9827107	0.1499621	0	0.47132796	0.5618058	0.122085616	0	0.7210575	0.12983952	0.4683303	0	0.45917028	0.8894562	0.95647955
4_binette_bin5	0	0	0.016438907	0	0.027027806	0	0	0.035156462	0	0	0.02723752	0	0.0250206	0	0	0.033065774	0	0	0	0.026276605	0	0	0.030655408	0	0.028233277	0	0	0.010067225
4_binette_bin6	0	0	0.017768474	0	0.029503861	0	0	0.03465597	0	0	0.028758852	0	0.026886366	0	0	0.033919193	0	0	0	0.02636793	0	0	0.032605544	0	0.030552186	0	0	0.0115832165
4_binette_bin7	0	0	0.02453391	0	0.045024037	0	0	0.04625691	0	0	0.038942963	0	0.040251654	0	0	0.045035113	0	0	0	0.036648996	0	0	0.04477471	0	0.046223752	0	0	0.02087901
4_binette_bin8	0	0	0.06786997	0	0.15051083	0	0	0.12145932	0	0	0.101195805	0	0.13499632	0	0	0.12037102	0	0	0	0.11195538	0	0	0.119991116	0	0.1536607	0	0	0.08022886
4_binette_bin82	0	0	0.140755	0.021206006	0.28790933	0	0	0.26260328	0	0	0.20753175	0	0.26588124	0	0	0.25342277	0	0	0	0.24169527	0	0	0.24335606	0	0.30475715	0	0	0.12169245
4_binette_bin9	0	0	0.02289695	0	0.03796821	0	0	0.04395934	0	0	0.03582727	0	0.034714416	0	0	0.042894673	0	0	0	0.03515299	0	0	0.04105909	0	0.03970389	0	0	0.01540367
5_binette_bin1	0.12380913	0.40990326	0.18306859	0.50713503	0.009340968	0.39375025	0.41710502	0.08144036	0.17969832	0.34563342	0.114865094	0.3301242	0.030031933	0.38500366	0.5407939	0.09062048	0.11674191	0.43128815	0.4232163	0.07627785	0.16264242	0.49396253	0.08019665	0.6177328	0.010517067	0.46710548	0.41444287	0.04643665
5_binette_bin28	0	0.6928346	0.37512955	0.58124614	0	0.7675288	0.7881153	0.15503845	0.113791764	0.69157135	0.21779884	0.6623952	0.02254325	0.7371219	0.8594304	0.19509126	0	0.8381449	0.83274263	0.15187424	0	0.8553397	0.2620468	0.82314897	0	0.6254945	0.72421485	0.25391212
5_binette_bin3	0.15596879	0.470841	0.23126175	0.37643254	0.011302252	0.4628024	0.39608523	0.105842985	0.24571995	0.3963729	0.15458769	0.34619787	0.036025364	0.43000355	0.47112074	0.10909997	0.16423559	0.4885121	0.38421616	0.10025411	0.22630717	0.58162516	0.09412592	0.48611057	0.013387588	0.47653633	0.38190633	0.06537253
5_binette_bin49	0	4.051944	2.2046218	4.757653	0.0062566902	3.9099581	5.0344863	0.79934955	0.4547488	4.9247856	1.0786176	5.9048405	0.09319557	4.7128468	4.443407	1.0216159	0	3.542103	5.1683373	0.8202066	0	3.7148213	0.984375	5.717244	0.006717372	3.564697	5.689917	0.29664302
