Genome	SRR24759596	SRR24759597	SRR24759598	SRR24759599	SRR24759600	SRR24759601	SRR24759602	SRR24759603	SRR24759604	SRR24759605	SRR24759606	SRR24759607	SRR24759608	SRR24759609	SRR24759610	SRR24759611	SRR24759612	SRR24759613	SRR24759614	SRR24759615	SRR24759616
SRR24759611_binette_bin30	0.012781899	0.015444177	0.0070075965	0.015045724	0.023997257	0.011086038	0.027669081	0.008222033	0.0020485253	0.00953672	0.026902322	0.013140824	0.02312168	0.031376794	0.011686876	0.029064693	0.029739978	0.036714416	0.02837444	0.0027239567	0.004173235
SRR24759611_binette_bin31	0.02846448	0.041218486	0.028446505	0.041220587	0.02954273	0.034936838	0.03855477	0.027068645	0.025805386	0.03307605	0.032606196	0.02606233	0.027752912	0.020358194	0.023715286	0.05057166	0.02648857	0.032337267	0.03915741	0.026333198	0.039363053
SRR24759611_binette_bin32	0.030907473	0.04051742	0.018558983	0.02874151	0.016360786	0.018004704	0.040070754	0.05608855	0.022786887	0.041662898	0.040099148	0.03886739	0.02275404	0.01630899	0.03219607	0.041927923	0.019314542	0.049040977	0.025976587	0.022721149	0.034488402
SRR24759611_binette_bin33	0.0963339	0.076306395	0.08981835	0.087034024	0.08137456	0.098250695	0.09042563	0.13035715	0.10885931	0.117735796	0.106938995	0.11750048	0.10831485	0.095783256	0.09909571	0.15056996	0.0981005	0.11307994	0.113342755	0.10004002	0.10583771
SRR24759611_binette_bin34	0.018942194	0.010704646	0.009695708	0.017181749	0.009465393	0.02143464	0.08376865	0.015305752	0.006023269	0.0071076276	0.027373062	0.012448224	0.035035305	0.050532375	0.013015483	0.02228065	0.060025677	0.021709532	0.072005965	0.008006897	0.015212283
SRR24759611_binette_bin35	0.02095557	0.015045319	0.022115914	0.009407392	0.03002431	0.029268317	0.0085521005	0.009350134	0.0030065398	0.013067853	0.006922539	0.008383639	0.013914581	0.013078881	0.0063213175	0.03688668	0.018115874	0.003745712	0.009237418	0.0153863495	0.0048582805
SRR24759611_binette_bin36	0.02138544	0.012502431	0.0114812	0.019481573	0.010364332	0.024990425	0.07584806	0.01807242	0.0069177393	0.007696696	0.032012355	0.01472551	0.04101027	0.057477724	0.012516446	0.026202831	0.06771849	0.02516624	0.074545525	0.008185525	0.018102743
SRR24759611_binette_bin39	0.044646785	0.041825145	0.20038255	0.12234237	0.08565172	0.048826423	0.04847576	0.17591736	0.030168306	0.040526763	0.04909509	0.04749316	0.17606565	0.022046342	0.08970701	0.32966566	0.03568191	0.01170813	0.042285405	0.04397471	0.03682259
SRR24759611_binette_bin40	0.009166809	0.0065585934	0.005125721	0.0075351554	0.010023521	0.015478233	0.061347254	0.0048799864	0.001980641	0.0048625516	0.016473148	0.007401103	0.013883932	0.020266721	0.009811543	0.018439723	0.015700337	0.010887989	0.053611714	0.0038799	0.0064048376
SRR24759611_binette_bin41	0.022719214	0.042498454	0.0154787125	0.023682566	0.027356936	0.020940604	0.026045281	0.01871524	0.0063479976	0.019381192	0.02309342	0.01974457	0.022868859	0.022102972	0.025872633	0.038289607	0.022881854	0.030409157	0.024413617	0.009754963	0.011662145
SRR24759611_binette_bin42	0	0.302132	0.111437604	0.058621604	0.123601794	0.045777228	0.07086025	0.2907997	0.065109946	0.031951535	0	0.16130047	0.120181724	0.0024057548	0.00534585	0.016153445	0.0054979282	0.016761564	0.009816181	0.05984179	0.102348424
SRR24759611_binette_bin43	0.035925105	0.04654015	0.07828739	0.075264804	0.042929612	0.030498141	0.037498426	0.06827801	0.035865095	0.024717359	0.029434953	0.019051466	0.086437054	0.018200342	0.041656878	0.18835576	0.024921611	0.017107666	0.033909395	0.04281069	0.032328025
SRR24759611_binette_bin45	0.037243992	0.0960787	0.07420345	0.092645064	0.07849755	0.025127959	0.0619325	0.04281284	0.06630669	0.039807875	0.04306205	0.03610854	0.058148883	0.026273891	0.03469569	0.08521037	0.04174336	0.050809294	0.077825226	0.057535414	0.06476392
SRR24759611_binette_bin47	0.04638458	0.04570872	0.20456898	0.13017458	0.086893864	0.054060157	0.057768166	0.1712365	0.035079684	0.04400073	0.051960103	0.05156138	0.16158716	0.022644116	0.086150825	0.32033706	0.03671576	0.013349124	0.049253285	0.04923257	0.04024323
SRR24759611_binette_bin48	0.06835402	0.037997756	0.10487986	0.08752205	0.060024954	0.036433127	0.13575555	0.014402609	0.05985561	0.03985004	0.07130483	0.029581904	0.07444064	0.035808515	0.06117413	0.065679	0.05209341	0.028134266	0.025202313	0.052905828	0.11038883
SRR24759611_binette_bin5	0.02736144	0.12242114	0.080923624	0.10680718	0.10473672	0.019331386	0.07210771	0.036689322	0.07475734	0.03812357	0.056196276	0.038533214	0.057981864	0.030747043	0.029876513	0.07565162	0.047064736	0.06366022	0.07712858	0.06165996	0.08191579
SRR24759611_binette_bin70	0.035128158	0.114817984	0.04541278	0.13644893	0.086286604	0.091659866	0.087735906	0.02872814	0.03612285	0.04297827	0.06726934	0.06962868	0.047050864	0.039626252	0.05481467	0.063642815	0.060383298	0.028840322	0.08489122	0.059187654	0.113270044
SRR24759611_binette_bin71	0.04631024	0	0	0	0.0028343701	0	0.009840295	0	0.066702455	0.031053632	0	0	0	0.0013355371	0.004651078	0.03954402	0	0.0018059999	0.010789286	0.008407549	0.0022657192
SRR24759611_binette_bin73	0.33815417	0.2683729	0.2902799	0.28303856	0.2830426	0.30960652	0.27701032	0.35780165	0.40498215	0.38359642	0.32510096	0.39520213	0.33144796	0.31465554	0.36370715	0.4665634	0.30126953	0.34988904	0.44120535	0.34841898	0.32208753
SRR24759611_binette_bin74	0.02420587	0.022183986	0.019999001	0.02283671	0.026666567	0.02865503	0.08211951	0.01970161	0.010254164	0.0138167795	0.038808975	0.021750707	0.05107046	0.057878863	0.019780047	0.03446769	0.070525005	0.025488677	0.07611081	0.011367257	0.026044179
SRR24759611_binette_bin75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030207189	0	0.0030794123	0	0	0.0024456177
SRR24759611_binette_bin78	0.02393332	0.044999436	0.016312491	0.024157804	0.026407566	0.019263426	0.027174408	0.020714952	0.006016538	0.018877555	0.02192927	0.020300815	0.020429188	0.021650394	0.02617783	0.038515482	0.022424456	0.03110137	0.025543248	0.0090568	0.011946839
SRR24759611_binette_bin79	0	0.25606638	0.10572372	0.05064653	0.10778697	0.037726738	0.059863795	0.2925873	0.05672114	0.031959552	0	0.12009376	0.12311602	0.0029969586	0.0054543177	0.01708609	0.005436281	0.0033249797	0.0037658508	0.056212533	0.082512744
SRR24759611_binette_bin80	0.057181403	0.019733286	0.039728634	0.07163271	0.0288329	0.028185306	0.06189206	0.009412782	0.026997065	0.025672572	0.032501135	0.018432867	0.066861495	0.015829513	0.023645343	0.057918545	0.02698296	0.020321922	0.009415638	0.03536406	0.16503258
SRR24759611_binette_bin82	0.004812229	0.008275979	0.00591119	0.0053686597	0.015836366	0.010536277	0.016367773	0.0047592567	0.0033544218	0.006090135	0.009825715	0.008815275	0.011485239	0.009897607	0.012442432	0.02004065	0.009835494	0.011931057	0.012655094	0.0037807368	0.008833593
SRR24759611_binette_bin84	0.026270783	0.08212729	0.04660281	0.1087311	0.06761578	0.08444523	0.06348453	0.027310615	0.02752745	0.03392943	0.053128425	0.06845401	0.04346122	0.029658997	0.047494825	0.055873618	0.049255375	0.037667643	0.0738968	0.033254087	0.09318761
SRR24759611_binette_bin92	0.097610645	0.06313194	0.09277131	0.068940826	0.058480646	0.06905155	0.06884611	0.105895504	0.11552634	0.10844864	0.083564796	0.09245985	0.07467743	0.08831138	0.07693174	0.14903943	0.1094681	0.09474473	0.13933605	0.12918696	0.07514064
SRR24759612_binette_bin1	0	0	0	0	0.0036068456	0	0	0	0	0	0	0	0	0	0.0015699697	0	0.121109	0	0	0	0
SRR24759612_binette_bin17	0.309701	0.37166438	0.29447284	0.32072687	0.22280836	0.3257707	0.30095482	0.25844428	0.29338443	0.3621831	0.3252003	0.29689908	0.29671332	0.3462006	0.36759973	0.3150397	0.44049108	0.36462843	0.34763137	0.38240287	0.27555558
SRR24759612_binette_bin19	0.015299402	0.029286647	0.041506182	0.03431823	0.036574733	0.033132583	0.038644765	0.037240334	0.019230532	0.035779014	0.016437752	0.04984063	0.040562138	0.016784165	0.034327038	0.033004075	0.0318774	0.025864197	0.028388107	0.03721584	0.022881862
SRR24759612_binette_bin21	0.019271122	0.049423702	0.02337074	0.027535584	0.027387246	0.02063627	0.030310739	0.022748725	0.009003785	0.025289156	0.021585006	0.027682966	0.023803784	0.019814476	0.026865184	0.03011058	0.05164415	0.026621956	0.029878274	0.01086021	0.019548729
SRR24759612_binette_bin23	0.5082674	0.39344215	0.33907264	0.40366295	0.33102235	0.43104056	0.38823408	0.4186436	0.45705938	0.47046036	0.4606862	0.41825002	0.3681364	0.49567142	0.47920108	0.40556812	0.69172525	0.495346	0.4110443	0.46618408	0.4576978
SRR24759612_binette_bin24	0	0	0.010260012	0.005772528	0.010990747	0	0	0.0066789864	0	0.012559201	0.009760227	0.006742411	0.009187959	0.004900509	0.0044607697	0.0105850715	0.10986866	0.0071721184	0.005213587	0.0017007634	0
SRR24759612_binette_bin25	0.01237155	0.016481979	0.022231448	0.021922087	0.021425033	0.011730552	0.020820552	0.013553767	0.015576462	0.032249037	0.012362443	0.015651206	0.021688862	0.010571208	0.010401184	0.016230382	0.031930987	0.013621876	0.014239574	0.013397165	0.01723694
SRR24759612_binette_bin27	0.013908217	0.013060714	0.013804213	0.011444587	0.018021254	0.015770651	0.037068613	0.0088463295	0.0064652856	0.008736311	0.026194133	0.013041898	0.025636563	0.02329278	0.013856561	0.020566883	0.040993266	0.011288413	0.03996457	0.0062148	0.0119080655
SRR24759612_binette_bin28	0.2389802	0.07698734	0.2904854	0.116832286	0.09636186	0.053110067	0.15467614	0.02421773	0.0741185	0.07658924	0.15982598	0.06267213	0.1826179	0.14118806	0.06364289	0.06617488	0.24200964	0.062363505	0.051320195	0.12522858	0.21366364
SRR24759612_binette_bin30	0	0.43210036	0.10652033	0.08925733	0.16428605	0.04711736	0.10855466	0.16424155	0.082106255	0.04744296	0	0.08352235	0.06800839	0.0023261127	0.0063164774	0.00889613	0.013172875	0.0047194576	0.008671322	0.059322946	0.16168898
SRR24759612_binette_bin31	0.0023732649	0.027842041	0.009550114	0.0063027344	0.020676032	0.0071416595	0.009767061	0.013695776	0.01058728	0.016754687	0.008763061	0.0067111757	0.002916589	0.0037706222	0.029435884	0.01086358	0.017626127	0.02503012	0.01941193	0.008014883	0.0072334856
SRR24759612_binette_bin33	0.024582772	0.05222932	0.02154833	0.030503856	0.028270205	0.021332284	0.032887682	0.024805656	0.007798818	0.024738919	0.026859142	0.024256261	0.024841767	0.02767494	0.034409463	0.03347216	0.046672236	0.03578586	0.03240711	0.011462733	0.01722554
SRR24759612_binette_bin35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028558252	0	0	0	0
SRR24759612_binette_bin36	0.04781041	0.13845137	0.039057475	0.116750084	0.091892794	0.10728101	0.11589475	0.028877717	0.024014555	0.040773056	0.07271978	0.10622329	0.051774003	0.07787244	0.041055635	0.04281682	0.10518206	0.028035646	0.0771025	0.04545808	0.12381952
SRR24759612_binette_bin38	0.045397814	0.09736696	0.14685546	0.13411543	0.116231345	0.043202903	0.08964774	0.10538713	0.06603637	0.050556462	0.070237555	0.06809709	0.11873381	0.0390243	0.067855224	0.1514271	0.0648222	0.05510792	0.06825088	0.065673575	0.07851373
SRR24759612_binette_bin39	0.069112286	0.23002695	0.118489034	0.25282443	0.18265125	0.35048813	0.19595818	0.061741713	0.07729544	0.09826461	0.1352882	0.23357315	0.102741204	0.10083152	0.12558442	0.08442977	0.1944901	0.09382674	0.172352	0.1348027	0.22922675
SRR24759612_binette_bin40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0289961	0	0	0	0
SRR24759612_binette_bin41	0.23162216	0.20915718	0.14981648	0.15990895	0.12891343	0.17058334	0.1545117	0.1753691	0.2014211	0.19951287	0.17289214	0.19183502	0.15506296	0.23031762	0.19308332	0.1881596	0.43887815	0.22325884	0.18229231	0.19614486	0.16846925
SRR24759612_binette_bin42	0.014257301	0.022289246	0.032955993	0.031223169	0.028654767	0.021782065	0.02620063	0.032431744	0.012753269	0.0327077	0.012710872	0.03878855	0.03153211	0.014869808	0.02634275	0.029921036	0.027385429	0.017824236	0.01952716	0.024461675	0.017457973
SRR24759612_binette_bin5	0.04438638	0.06472943	0.02710515	0.025249476	0.026439143	0.058248118	0.08953567	0.012091533	0.016574986	0.05213486	0.083737515	0.065492965	0.18308303	0.08267474	0.052555453	0.068022676	0.2924072	0.044949826	0.15085754	0.0240938	0.040350106
SRR24759612_binette_bin60	0.025818938	0.03791917	0.040925324	0.048008706	0.050436664	0.03782544	0.04183637	0.03385056	0.014169685	0.03700088	0.04457772	0.051775187	0.04494022	0.028874177	0.04311461	0.05599632	0.042028863	0.039738324	0.050465822	0.01595171	0.02428996
SRR24759612_binette_bin62	0.015449692	0.028642878	0.011462689	0.014558228	0.01700372	0.013188244	0.01683252	0.013441902	0.0046486976	0.012958197	0.016320648	0.013306431	0.014122071	0.016082522	0.017269395	0.021193016	0.025081938	0.017693894	0.020061227	0.0063069765	0.008225323
SRR24759612_binette_bin63	0.05710032	0.043533422	0.037246343	0.036069535	0.050308272	0.041458428	0.111295626	0.02593813	0.022710903	0.02405465	0.05642325	0.028083405	0.07827344	0.072474286	0.045347534	0.051343948	0.11917831	0.031049313	0.07712073	0.02554206	0.04270965
SRR24759612_binette_bin65	0.122442216	0.08224253	0.100904435	0.07870958	0.083463676	0.17585155	0.10010599	0.07162079	0.11057809	0.14655732	0.10600872	0.08973083	0.10322172	0.1298103	0.12600377	0.13120954	0.21240439	0.12108158	0.11779109	0.1306626	0.12772352
SRR24759612_binette_bin66	0.019650636	0.035697646	0.013850201	0.018945197	0.021210695	0.017044822	0.022837225	0.01728897	0.0059733135	0.016608387	0.019016532	0.018019829	0.017558387	0.018734435	0.02400394	0.024039866	0.032332603	0.026364606	0.022224225	0.007620441	0.010667913
SRR24759613_binette_bin1	0.0072573554	0.09298778	0.0348275	0.008478049	0.05493208	0.02528434	0.02344624	0.047684133	0.02881986	0.04321491	0.022824384	0.025839813	0.006920573	0.0053314287	0.11157667	0.031704843	0.012365876	0.09787857	0.049809717	0.026542647	0.017557366
SRR24759613_binette_bin15	0.015648546	0.016079357	0.01561652	0.0131011335	0.029253423	0.021413665	0.063709795	0.010000502	0.0067516835	0.012264422	0.02413332	0.012639652	0.028896796	0.02624078	0.012809607	0.024119796	0.029715989	0.029608466	0.060753543	0.007285748	0.014290737
SRR24759613_binette_bin2	0.15079577	0.14559193	0.086118266	0.047152705	0.13264553	0.074866414	0.076810956	0.051181596	0.06903757	0.046577636	0.03239401	0.124034725	0.1056356	0.05928202	0.13464728	0.13412109	0.07425785	0.13089934	0.092185855	0.034348894	0.045454327
SRR24759613_binette_bin21	0.07067058	0.094625294	0.10127332	0.070674665	0.16319272	0.08844489	0.1687733	0.047023606	0.039638538	0.08112177	0.12113656	0.057145074	0.13529769	0.12067354	0.060542468	0.09261034	0.13434647	0.06335316	0.12433232	0.03910069	0.108899176
SRR24759613_binette_bin22	0.010151878	0.021914756	0.018718526	0.018496031	0.04470159	0.0123176295	0.01693796	0.021217816	0.013111583	0.034532074	0.011030806	0.011573651	0.01998146	0.008342073	0.0135719385	0.021015126	0.010268076	0.020490479	0.01610485	0.011120342	0.012593255
SRR24759613_binette_bin23	0.03283947	0.05576532	0.053745914	0.11197664	0.06504473	0.07038032	0.051242568	0.043043483	0.059889052	0.049281046	0.044619195	0.057351008	0.051717285	0.026880315	0.052912943	0.06362801	0.036176797	0.050140847	0.07251941	0.057774972	0.083627105
SRR24759613_binette_bin24	0.21659674	0.19805652	0.18457395	0.18777023	0.15895005	0.1833383	0.21604113	0.18068443	0.21468726	0.21816403	0.23075041	0.20196943	0.18209754	0.2547587	0.20201714	0.20674698	0.20971815	0.36129776	0.21747467	0.2036385	0.23088646
SRR24759613_binette_bin25	0.16552551	0.17817532	0.19796911	0.14859311	0.15602727	0.14888693	0.13504146	0.20230924	0.16753606	0.17525275	0.17162873	0.20616384	0.22557653	0.20696346	0.177125	0.22115926	0.13759193	0.2820168	0.2082582	0.16074292	0.19668627
SRR24759613_binette_bin27	0.45538533	0.34422433	0.31832412	0.38265687	0.31688142	0.3789879	0.36351866	0.39233327	0.41902375	0.38454032	0.42761075	0.37834963	0.34570754	0.4789869	0.42529914	0.3487531	0.42279086	0.6117826	0.3487475	0.3893861	0.43220866
SRR24759613_binette_bin30	0.017897105	0.03722812	0.02447187	0.025748122	0.03606121	0.026672501	0.024801187	0.025518516	0.008361955	0.028188515	0.0312335	0.031622738	0.0258	0.022955062	0.02804333	0.039940163	0.023260865	0.048593637	0.033398636	0.009839958	0.018186932
SRR24759613_binette_bin32	0.01607039	0.015051491	0.016074914	0.014744127	0.028645206	0.025743226	0.07980848	0.009794148	0.0055655222	0.013970042	0.026368765	0.011715612	0.025301153	0.027458616	0.013395117	0.022510735	0.02569364	0.024048166	0.06868987	0.007484285	0.015892696
SRR24759613_binette_bin33	0	0	0.0032076517	0.0056473627	0	0	0	0.004731229	0	0.0050285356	0.00170273	0	0.0029192537	0.003026635	0.00079871144	0.0033783931	0	0.07782591	0	0	0
SRR24759613_binette_bin34	0.013827367	0.023226764	0.030112457	0.031138076	0.02581432	0.015079627	0.024018304	0.021208558	0.025357887	0.023423774	0.014857954	0.01892065	0.022916194	0.009806745	0.01715405	0.022155933	0.01323099	0.038018867	0.01705724	0.017509686	0.02155542
SRR24759613_binette_bin36	0.06933495	0.08173791	0.0643177	0.068120226	0.084126316	0.06360311	0.07597637	0.062198173	0.056068037	0.06645755	0.07303931	0.070364624	0.07231822	0.06636858	0.07086429	0.07651175	0.07519689	0.09124184	0.07420284	0.058245584	0.06710638
SRR24759613_binette_bin37	0.10537027	0.2277615	0.050898522	0.061591636	0.06866546	0.064395316	0.0788696	0.10702383	0.07104855	0.119637966	0.054929342	0.10838004	0.08639901	0.10415945	0.08546946	0.069211945	0.06087119	0.30948654	0.06263856	0.060089003	0.06964917
SRR24759613_binette_bin39	0.011761482	0.022265695	0.028253859	0.021645924	0.024632545	0.017662045	0.022949256	0.01504222	0.022130169	0.28865907	0.016895518	0.05014492	0.022818416	0.012244606	0.013252059	0.016332028	0.017494036	0.04663381	0.025987787	0.019023333	0.020478882
SRR24759613_binette_bin40	0.029058686	0.038729742	0.04343394	0.06582346	0.04607965	0.03210831	0.03425892	0.049693212	0.03015993	0.039380714	0.031808034	0.04268211	0.058900423	0.021122484	0.028634226	0.053692423	0.02500337	0.045207515	0.062785804	0.037285652	0.03994064
SRR24759613_binette_bin41	0	0.0045262957	0.014141677	0.009378247	0.0076661687	0	0.004549868	0.009243116	0.004131881	0.48462492	0.004653371	0	0.0076698917	0.005072925	0.0051572705	0.0106905745	0.0073504965	0.017166607	0.0056984904	0.0047777737	0.0044946414
SRR24759613_binette_bin42	0.09550471	0.08064777	0.060241092	0.06368538	0.058319192	0.040701434	0.075959176	0.060976356	0.09610158	0.03659997	0.07132192	0.03158507	0.06736265	0.06267519	0.029269842	0.08870488	0.046685215	0.19675243	0.069616154	0.06275523	0.048774574
SRR24759613_binette_bin43	0.019527676	0.036963593	0.012187297	0.019279828	0.023817925	0.015097146	0.019062342	0.019145459	0.0061122314	0.014923719	0.01694435	0.019240204	0.016341997	0.018302847	0.022545405	0.026535274	0.016880194	0.038346726	0.018901188	0.008094037	0.011234359
SRR24759613_binette_bin44	0.13128072	0.12951176	0.1521361	0.1022058	0.12902452	0.10127385	0.12164208	0.16220906	0.14200635	0.14419599	0.15227526	0.17259116	0.17830457	0.14642158	0.11746488	0.18861371	0.107582204	0.24215989	0.17563973	0.11197076	0.15541272
SRR24759613_binette_bin45	0	0.042966146	0.009840573	0.005771389	0.013717685	0.004511932	0.0052985423	0.0065296753	0.012232228	0.010424735	0.0019078314	0.016652927	0	0	0.0040601217	0.0013342121	0	0.014836093	0.003955929	0.0033788448	0.009807449
SRR24759613_binette_bin46	0.010302655	0.086749315	0.039647225	0.03374445	0.04453529	0	0.03192187	0.024947962	0.026810886	2.6697295	0.014204765	0	0.013601963	0.02892585	0.01695087	0.014424377	0.038749408	0.09277055	0.026084673	0.028743485	0.043669064
SRR24759613_binette_bin47	0	0.0033062343	0.011808075	0	0.0061879614	0	0	0.009102268	0	0.5262285	0.0030834363	0	0.006521192	0.004315575	0.0039306805	0.007506673	0.0064256713	0.01725052	0.0038297728	0.0036949583	0.0034385792
SRR24759613_binette_bin54	0.015734136	0.026575675	0.010572567	0.016567515	0.019537829	0.015834758	0.01538359	0.013739462	0.0049854903	0.012616353	0.014851958	0.014139006	0.0150747895	0.015304803	0.018147346	0.02229415	0.017983329	0.034584388	0.020059695	0.006419758	0.008706237
SRR24759613_binette_bin55	0.039566956	0.019590493	0.054634575	0.03229192	0.029717995	0.018282315	0.03902618	0.01427614	0.03508423	0.017196955	0.041934602	0.026676621	0.046592895	0.018443087	0.02115219	0.020351356	0.02870239	0.045949105	0.017274173	0.04092663	0.057519637
SRR24759613_binette_bin56	0.22331043	0.15843089	0.14710616	0.15699548	0.14111266	0.16896804	0.15632282	0.172925	0.18124188	0.18295741	0.19008447	0.27863556	0.14172684	0.21962789	0.18560705	0.15508446	0.19607659	0.40471798	0.16306676	0.15782191	0.19853981
SRR24759613_binette_bin58	0.090928584	0.1345756	0.17269222	0.07719452	0.1342328	0.06793081	0.06944027	0.15724203	0.105972685	0.12037258	0.117217675	0.19344017	0.21120243	0.12606536	0.09784619	0.20369959	0.06772094	0.21485989	0.18022127	0.08905849	0.12625869
SRR24759613_binette_bin59	0.055150054	0.0359351	0.06323446	0.05853482	0.046721514	0.040511522	0.055885453	0.06644062	0.050176762	0.053914204	0.06970188	0.057072144	0.08217861	0.042091828	0.040307038	0.078677885	0.03515534	0.10502036	0.06301363	0.040375292	0.04928451
SRR24759613_binette_bin6	0.07227544	0.25363094	0.19254753	0.2656607	0.26254076	0.3100102	0.28060755	0.11350354	0.17349352	0.1551329	0.14243217	0.27727944	0.18177365	0.116526484	0.3102376	0.097997665	0.14439178	0.29753178	0.21869278	0.17988628	0.28471625
SRR24759613_binette_bin60	0.34009388	0.28049052	0.26849264	0.32671773	0.2283388	0.3356531	0.26112634	0.294563	0.30255345	0.2956217	0.3183374	0.27044684	0.28549317	0.4010646	0.3596227	0.26043376	0.30187014	0.47186476	0.2733419	0.31803048	0.3400258
SRR24759614_binette_bin101	0.06473773	0.06113019	0.08208846	0.06898921	0.060002275	0.07105678	0.07653345	0.098642744	0.086151905	0.07823076	0.07678774	0.06803738	0.06835578	0.06882128	0.06475419	0.07928378	0.0770025	0.08165639	0.12289326	0.07858339	0.07563215
SRR24759614_binette_bin103	0.025554145	0.043320153	0.020563057	0.021892935	0.024770157	0.020060852	0.028840102	0.023019401	0.0067578577	0.022340998	0.023292825	0.018815728	0.021377742	0.026216412	0.029820468	0.02905066	0.024875196	0.03317447	0.03976093	0.011136234	0.01443305
SRR24759614_binette_bin22	0.033943534	0.06643567	0.039307296	0.04306969	0.04780134	0.035259448	0.046709754	0.037423104	0.011644828	0.040645078	0.043514866	0.04066069	0.042751577	0.042534973	0.04708537	0.055961914	0.043843087	0.05041921	0.06389344	0.017194096	0.025079815
SRR24759614_binette_bin23	0.5050311	0.37869585	0.40350637	0.4952677	0.35833478	0.5365057	0.42253423	0.4379847	0.6027807	0.520332	0.49414554	0.51515776	0.4432683	0.53449583	0.578795	0.49709693	0.49881464	0.50485975	0.75037384	0.52371484	0.4732989
SRR24759614_binette_bin24	0.019206796	0.023573209	0.014749145	0.0152217215	0.017062386	0.031819656	0.070375115	0.010158737	0.005879094	0.01735018	0.03659879	0.021509998	0.057210248	0.038267914	0.020924142	0.029384745	0.04785185	0.02153998	0.15442207	0.012837625	0.016961593
SRR24759614_binette_bin28	0.05107685	0.10462626	0.13075213	0.12944752	0.10880352	0.07182287	0.083203025	0.12570839	0.0676282	0.06554434	0.05867429	0.050320476	0.084719755	0.032051593	0.047972508	0.12437746	0.045173027	0.04504037	0.116446435	0.09376143	0.08622631
SRR24759614_binette_bin34	0.07307479	0.14035085	0.21365152	0.1954651	0.14751199	0.12740844	0.11757379	0.20625062	0.09038935	0.10224716	0.07597995	0.07793923	0.14389217	0.042554613	0.08341306	0.20101196	0.055577286	0.046986856	0.1593746	0.13745967	0.11231109
SRR24759614_binette_bin35	0.029680202	0.1123074	0.07422315	0.10006397	0.09335195	0.018958315	0.06827547	0.03778109	0.07132326	0.03602673	0.05145851	0.03456906	0.049701363	0.02637247	0.025769103	0.063865125	0.043574218	0.05833206	0.07995372	0.06281914	0.075632244
SRR24759614_binette_bin38	0.029542508	0.11505423	0.10159744	0.11483975	0.11133602	0.0519911	0.07718175	0.0776541	0.06709862	0.056459207	0.055192243	0.04591853	0.069287166	0.026818842	0.04059353	0.08670508	0.04180721	0.051343013	0.10283198	0.08389383	0.08293481
SRR24759614_binette_bin40	0.06112837	0.1905433	0.12640043	0.23880686	0.16323437	0.21707092	0.1755266	0.056485068	0.067963526	0.09582936	0.116931796	0.15451436	0.11700666	0.06696398	0.11257155	0.07970968	0.113139674	0.09078576	0.2067102	0.12748937	0.20477284
SRR24759614_binette_bin41	0.0021296267	0.017413903	0.03300328	0.06994827	0.022000302	0.01549031	0.011551299	0.023230225	0.02731331	0.011493497	0.010352371	0.028099451	0.013981704	0.0038129443	0.0110685555	0.013408793	0.0059517133	0.01854421	0.02576387	0.012874514	0.0068710227
SRR24759614_binette_bin42	0.046884224	0.13333182	0.06570752	0.15484062	0.107351355	0.113217264	0.1180165	0.04369074	0.042467475	0.058149923	0.07995888	0.092109464	0.071079634	0.053893913	0.061287984	0.05534663	0.079760164	0.050045528	0.13280219	0.074234396	0.13899735
SRR24759614_binette_bin43	0.03492689	0.07138979	0.032223996	0.040945705	0.040001694	0.03535827	0.047112156	0.032980483	0.010282051	0.035466492	0.03661716	0.0309163	0.03532771	0.039719764	0.045840837	0.05091653	0.05248914	0.051405743	0.06366666	0.01615818	0.022340436
SRR24759614_binette_bin45	0.06825896	0.112724975	0.16535087	0.15373576	0.118042655	0.10038848	0.09489456	0.17180844	0.075575136	0.07559525	0.05756992	0.046701852	0.098174214	0.031286385	0.060987335	0.16060519	0.044139404	0.032445077	0.14363615	0.11654125	0.0860486
SRR24759614_binette_bin46	0.53948295	0.3819468	0.38943806	0.46261564	0.37155575	0.5114239	0.42617503	0.44258603	0.6380277	0.5395094	0.5267811	0.5218824	0.4541188	0.56430733	0.5677707	0.55915844	0.53210217	0.49770555	0.7986933	0.51990193	0.5273501
SRR24759614_binette_bin48	0.032074984	0.09395312	0.08398505	0.09732143	0.092715554	0.06675823	0.06683542	0.09297601	0.0568484	0.054453865	0.04180669	0.03309169	0.056741696	0.02113491	0.03324605	0.082967386	0.03201361	0.034091122	0.106945805	0.08582721	0.07247509
SRR24759614_binette_bin49	0	0.118125364	0.036546383	0.023989659	0.053907756	0.012712083	0.029561225	0.08723303	0.021455407	0.24374749	0	0.026991175	0.03807025	0.0036392345	0.0034059205	0.0036796865	0.0047607427	0.011067515	0.010484456	0.021636005	0.043740414
SRR24759614_binette_bin5	0.44705772	0.15904205	0.6014377	0.2590565	0.2352266	0.10933545	0.3986033	0.053463817	0.16496588	0.19750609	0.41401353	0.15536472	0.38953283	0.18495773	0.14590627	0.15503743	0.29763207	0.12800662	0.26809624	0.2703254	0.4468379
