Genome	SRR24759596	SRR24759597	SRR24759598	SRR24759599	SRR24759600	SRR24759601	SRR24759602	SRR24759603	SRR24759604	SRR24759605	SRR24759606	SRR24759607	SRR24759608	SRR24759609	SRR24759610	SRR24759611	SRR24759612	SRR24759613	SRR24759614	SRR24759615	SRR24759616
SRR24759600_binette_bin74	0.37381124	0.29188964	0.28975406	0.30951726	0.6015995	0.30008733	0.3941149	0.37334988	0.44254524	0.35722363	0.409945	0.3652152	0.3586177	0.3724699	0.3393376	0.35468072	0.35512802	0.4042811	0.34290007	0.35404164	0.3597199
SRR24759600_binette_bin75	0.32864556	0.25090066	0.2688092	0.32654026	0.5559165	0.3051037	0.3466191	0.29021803	0.39224806	0.33105016	0.36455566	0.30059695	0.32816124	0.31682175	0.33535188	0.30728784	0.29983944	0.38180634	0.31639624	0.35188153	0.3009588
SRR24759600_binette_bin76	0.4306501	0.2999256	0.33818296	0.40342	0.6194339	0.41868076	0.40551344	0.37355563	0.4615807	0.42306283	0.4441877	0.3727033	0.42509204	0.4235779	0.44031888	0.37895158	0.38127977	0.48007515	0.3853413	0.44009656	0.3820452
SRR24759600_binette_bin77	0.5240485	0.31420535	0.30513301	0.3675098	0.7452306	0.36491314	0.42960235	0.5300822	0.56604075	0.44326094	0.5066905	0.506731	0.4051989	0.5133475	0.42505968	0.41693065	0.4864645	0.49007767	0.35887894	0.404774	0.47895432
SRR24759600_binette_bin79	0.009406285	0.015543346	0.011275424	0.00957328	0.027836995	0.012296191	0.011129339	0.01228186	0.0085569	0.007901197	0.005348585	0.010687168	0.01106777	0.005998693	0.010967813	0.0094833905	0.0064190663	0.009914597	0.006670167	0.007087949	0.0067874007
SRR24759600_binette_bin80	0.0043083676	0.008350088	0.008884106	0.004838511	0.027876103	0	0.0060544717	0.030217955	0.0057018604	0.006758147	0.0035663426	0.009594373	0.014090161	0.0025879291	0.0033470278	0.00679107	0.004632419	0.004674258	0.0074338154	0.0053070006	0.004558204
SRR24759600_binette_bin81	0	0	0	0	0.5565749	0.010295423	0	0.14090613	0	0.0016859086	0.006988229	0	0.005228454	0	0	0.0035759031	0.001207553	0.0022893597	0.011611691	0.017471706	0
SRR24759600_binette_bin86	0.14130558	0.07954515	0.08910758	0.10189221	0.3053051	0.12303862	0.090529084	0.1230467	0.17189853	0.13195024	0.10594155	0.14664872	0.14043169	0.12382971	0.14084761	0.108119056	0.13537648	0.15258403	0.12067129	0.13792306	0.09174434
SRR24759600_binette_bin99	0.12625913	0.14946982	0.115650095	0.087990776	0.22298805	0.11776196	0.11714255	0.13013901	0.11775988	0.12146116	0.13266835	0.14613244	0.17789494	0.10150481	0.11553377	0.13924035	0.10337859	0.1134967	0.10516162	0.10879791	0.112972744
SRR24759601_binette_bin12	0.06701678	0.1551272	0.06757289	0.17022727	0.096179366	0.20061451	0.08651013	0.07164795	0.06139432	0.07865658	0.07736477	0.10044064	0.055904433	0.05970272	0.063212626	0.063870855	0.07021832	0.07232678	0.11308312	0.09654264	0.11068884
SRR24759601_binette_bin16	0.58149856	0.32649222	0.3211898	0.3967224	0.3895772	0.7136396	0.40748	0.47413516	0.512021	0.4563978	0.48148277	0.4727681	0.4251877	0.56704557	0.47949758	0.41846555	0.54268646	0.50807893	0.3945492	0.46790507	0.5365934
SRR24759601_binette_bin17	0.07474526	0.07635191	0.0670951	0.03448068	0.07322065	0.12672698	0.07582849	0.03030274	0.035305496	0.108036146	0.040927473	0.029535942	0.09413097	0.04425649	0.044030644	0.06827232	0.038034137	0.02003694	0.041604176	0.04570641	0.032802284
SRR24759601_binette_bin18	0.087993935	0.18765648	0.13622247	0.127709	0.10597361	0.10867688	0.15886192	0.15252504	0.09439736	0.13379554	0.13306452	0.1303676	0.1353256	0.09342281	0.12294463	0.15645663	0.10259661	0.16411462	0.16139613	0.13739863	0.07302499
SRR24759601_binette_bin19	0.01919301	0.019183252	0.019479102	0.017955273	0.024998609	0.06564805	0.08253799	0.010644055	0.007926116	0.014763403	0.032675873	0.017217012	0.03952431	0.043815345	0.017083606	0.026461082	0.035828445	0.017843004	0.09384118	0.010576794	0.02156757
SRR24759601_binette_bin21	0.06608399	0.10105981	0.0667383	0.058187786	0.04810752	0.20876628	0.06666951	0.1027624	0.06808923	0.0817655	0.06518498	0.10938212	0.092425324	0.08193965	0.07933008	0.07781064	0.06942815	0.10200629	0.08099874	0.08290699	0.08476739
SRR24759601_binette_bin22	0.032910045	0.045806903	0.03202826	0.02695059	0.044678736	0.08896137	0.08865715	0.01596458	0.013635373	0.031834852	0.06073342	0.03686456	0.09071528	0.07022283	0.03211725	0.051217407	0.07039056	0.029100632	0.1165585	0.017797867	0.03912936
SRR24759601_binette_bin23	0.0081135435	0.03760442	0.027164537	0.0415949	0.035120074	0.049417917	0.036106482	0.042495336	0.019596176	0.02529877	0.016336137	0.038663674	0.030116685	0.009966603	0.02494998	0.0197221	0.015550338	0.024364976	0.016462352	0.03225602	0.023164466
SRR24759601_binette_bin24	0.014895032	0.037423152	0.031229235	0.0596641	0.03500028	0.0693732	0.040280327	0.06168225	0.027037535	0.021429041	0.019652998	0.025881847	0.028408663	0.011828087	0.021485684	0.031551983	0.018895647	0.019550623	0.021407325	0.034659464	0.028169595
SRR24759601_binette_bin25	0.0069818506	0.032662917	0.022740282	0.04130665	0.030267745	0.050470382	0.031057771	0.038275722	0.019530442	0.021152232	0.01383112	0.028974479	0.024135062	0.008933829	0.021511666	0.01822718	0.013781384	0.020263001	0.015432448	0.026033247	0.020347746
SRR24759601_binette_bin26	0.098107666	0.14121069	0.19442311	0.13095862	0.34477705	0.19275369	0.26117593	0.08493921	0.06786575	0.08256643	0.1620807	0.064178765	0.14742659	0.15182188	0.092532285	0.14119811	0.14578785	0.050136805	0.123551846	0.06229419	0.20235217
SRR24759601_binette_bin27	0.0234896	0.049678948	0.03720349	0.056772184	0.04614176	0.060234055	0.048679467	0.050751638	0.032949973	0.030976405	0.026960792	0.045822732	0.033598255	0.018288404	0.0334869	0.033172704	0.02575714	0.033826333	0.028736604	0.04720415	0.03532693
SRR24759601_binette_bin28	0.6517382	0.37224656	0.34545362	0.44037515	0.4227547	0.87929237	0.45247826	0.55092305	0.576248	0.50392306	0.5403008	0.5289853	0.46671692	0.6302934	0.530267	0.44524744	0.6124146	0.5785886	0.42126992	0.49678648	0.6022059
SRR24759601_binette_bin29	0.016528213	0.018877294	0.016170463	0.01479536	0.025069298	0.06038792	0.06421736	0.010330592	0.008452337	0.013330254	0.028390009	0.013203616	0.034246765	0.034265537	0.015617461	0.023341915	0.02778686	0.01405338	0.06713309	0.008968104	0.018859325
SRR24759601_binette_bin31	0	0.02773967	0.012234073	0.009268013	0.32309884	0.06115202	0.009911606	0.049982227	0.00766636	0.0057144454	0.013255321	0.033625565	0.020692315	0.003021925	0.0061517884	0.007490794	0.006799834	0.00844713	0.0075086164	0.05020756	0.011631787
SRR24759601_binette_bin32	0.018596701	0.013362448	0.012383712	0.017864123	0.0153300995	0.049541224	0.065743186	0.017611058	0.008392614	0.008771338	0.029386904	0.015614586	0.04343444	0.050687112	0.012143322	0.01693995	0.062223196	0.024250155	0.071500584	0.010320954	0.018984525
SRR24759601_binette_bin33	0.021103986	0.052357767	0.031770572	0.048591614	0.044697434	0.054530423	0.04861742	0.038298752	0.03065514	0.030654332	0.02420765	0.044594668	0.03103386	0.018543249	0.02965277	0.023611207	0.02468625	0.032584995	0.026236905	0.04335919	0.034465685
SRR24759601_binette_bin35	0.60000503	0.33030468	0.32497343	0.40840125	0.40154818	0.7225156	0.447947	0.4925771	0.55795527	0.49166524	0.5135103	0.5203467	0.44325057	0.5761332	0.47558776	0.46754447	0.5708966	0.5261172	0.4365987	0.5021863	0.5770163
SRR24759601_binette_bin36	0.5893044	0.37627035	0.3699789	0.41282356	0.38919166	0.7601482	0.44972506	0.47778043	0.53602374	0.49726146	0.5052948	0.48567197	0.46784177	0.58730364	0.48338342	0.4622899	0.5746194	0.56062347	0.4601774	0.51914465	0.5659096
SRR24759601_binette_bin37	0.0107169105	0.03411619	0.028224131	0.0412208	0.03461308	0.049098734	0.038597766	0.03247123	0.02006591	0.023998851	0.017728848	0.034496102	0.028732149	0.012168393	0.028818639	0.017864887	0.017655212	0.026491992	0.019026028	0.03412315	0.022879072
SRR24759601_binette_bin39	0.011759944	0.040600978	0.03191897	0.028724449	0.052154757	0.10839419	0.05838098	0.024841666	0.022412952	0.013223166	0.0168153	0.012673245	0.021752527	0.010397948	0.012178362	0.020225849	0.013582265	0.0082328385	0.016354263	0.022841198	0.027890928
SRR24759601_binette_bin40	0.035827026	0.0655154	0.04441409	0.08815149	0.05386892	0.08620722	0.062750265	0.08380473	0.047436576	0.03443353	0.035122924	0.040982295	0.041571263	0.02514775	0.033553414	0.06052195	0.032356568	0.035043497	0.040599197	0.061009575	0.050221562
SRR24759601_binette_bin41	0.4005772	0.23488638	0.23826765	0.26857078	0.26919436	0.5230394	0.3193766	0.33255947	0.38653097	0.34889862	0.35191366	0.3294062	0.32361624	0.40024233	0.3185186	0.33397332	0.40253127	0.35742867	0.31238258	0.36026505	0.3953563
SRR24759601_binette_bin42	0.05429255	0.06888422	0.08146954	0.055181358	0.1338428	0.106424786	0.12649028	0.043999612	0.039460797	0.041568182	0.08319539	0.03369182	0.07269475	0.07520778	0.04947385	0.06872576	0.07888517	0.031473428	0.06908434	0.030105783	0.084869325
SRR24759601_binette_bin43	0.06314923	0.044294443	0.027478376	0.05995075	0.029228695	0.074781634	0.0544295	0.037461005	0.048950166	0.028537877	0.02625402	0.023763787	0.022325149	0.027605996	0.01689645	0.047856845	0.03415434	0.027903564	0.042199124	0.06404689	0.040164065
SRR24759601_binette_bin44	0.6811979	0.3480538	0.34231886	0.43925858	0.44161543	0.7808661	0.44052002	0.5540707	0.5766166	0.49784312	0.52485377	0.52972764	0.46142417	0.6581236	0.5419651	0.45018804	0.6136389	0.56509256	0.4084837	0.49914977	0.60052896
SRR24759601_binette_bin45	0.43249884	0.2792809	0.26180065	0.31577092	0.33277875	0.54986334	0.38642272	0.34850454	0.431922	0.38501775	0.416992	0.3727211	0.32999194	0.41860238	0.36179504	0.370818	0.41762215	0.37615293	0.36633044	0.38994506	0.41364235
SRR24759601_binette_bin46	0.67670405	0.36326492	0.37553456	0.46615452	0.43800452	0.7988639	0.4798966	0.5345619	0.62737423	0.5580264	0.5621658	0.56447047	0.50140506	0.68537235	0.5525057	0.5022504	0.6357477	0.58780646	0.49011382	0.56141	0.62778986
SRR24759601_binette_bin58	0.1978388	0.20307255	0.14144294	0.1558403	0.14192222	0.39510134	0.2123018	0.15382005	0.18159448	0.19973549	0.18341322	0.16718182	0.25148585	0.17680609	0.17553625	0.18842234	0.20909044	0.18691197	0.1871297	0.25434816	0.25831008
SRR24759601_binette_bin59	0.05091536	0.07609608	0.063266225	0.060561705	0.050807193	0.0866385	0.0691895	0.079200394	0.057965048	0.07054789	0.06085747	0.06519828	0.06840123	0.060719293	0.0587794	0.072074324	0.05209403	0.06960076	0.07319513	0.06169475	0.056681078
SRR24759601_binette_bin7	0.057999264	0.10088154	0.15631203	0.16847324	0.12400433	0.21340615	0.1094594	0.1931744	0.058469642	0.09215526	0.06384854	0.052870486	0.10698281	0.0264633	0.06815828	0.16704704	0.040354315	0.025385473	0.09520687	0.11508073	0.09814896
SRR24759602_binette_bin17	0.4666262	0.3042663	0.33185145	0.39225826	0.35852382	0.39178088	0.6012298	0.39324245	0.4674927	0.45593238	0.5163631	0.42633632	0.37692395	0.44607565	0.4294495	0.39417514	0.4265165	0.45977473	0.39281505	0.42398602	0.4171323
SRR24759602_binette_bin18	0.048232995	0.11074318	0.049843226	0.06928786	0.06554193	0.054316554	0.09868985	0.05167801	0.015122598	0.054293256	0.05504271	0.052376408	0.048238873	0.06400526	0.06469928	0.07515005	0.081969455	0.080743425	0.076486565	0.02189759	0.035565898
SRR24759602_binette_bin20	0.026790766	0.034619577	0.01890459	0.018701952	0.023455612	0.041921973	0.19985624	0.010318347	0.00824986	0.024441527	0.04803185	0.030265225	0.06681238	0.050732546	0.026176238	0.036778986	0.05276945	0.0259714	0.11392924	0.012550203	0.024957249
SRR24759602_binette_bin21	0	0.04196335	0.15675503	0.023050599	0.0086676935	0.004647538	0.046335936	0.031044867	0.0035964623	0.0018213646	0.017170807	0.005435963	0	0.0021100438	0.034555815	0.024510568	0.0039133825	0.014105921	0.0017244742	0.020192076	0.016209353
SRR24759602_binette_bin23	0.015626114	0.05407926	0.029472115	0.027568765	0.0401793	0.028430069	0.054760817	0.022901436	0.017454924	0.027900305	0.02672155	0.023662446	0.01964344	0.022804633	0.03787366	0.03099662	0.02181314	0.03196078	0.041033197	0.013955112	0.030242473
SRR24759602_binette_bin25	0.01348788	0.01610355	0.014060683	0.009695827	0.018097203	0.016557451	0.09000233	0.00758868	0.005391657	0.0117312325	0.022332925	0.01486729	0.03707583	0.032258477	0.009960958	0.017374592	0.02615274	0.011294823	0.05982591	0.007247421	0.013728367
SRR24759602_binette_bin27	0.029677203	0.061752487	0.02629888	0.03485784	0.035021227	0.028708465	0.06465234	0.027655479	0.008571206	0.030090475	0.031735856	0.029703874	0.028061299	0.033753447	0.03749028	0.04079052	0.040020954	0.04374845	0.0403153	0.012791392	0.01948708
SRR24759602_binette_bin28	0.035602294	0.110322304	0.0384047	0.11237488	0.08962666	0.07704409	0.12286315	0.029943163	0.035581835	0.041136004	0.064500935	0.06880288	0.04571402	0.046236757	0.052870832	0.044425115	0.06575425	0.028373048	0.0817057	0.057798743	0.10567652
SRR24759602_binette_bin29	0.51975906	0.36549744	0.38540727	0.45890424	0.3838071	0.50124586	0.6530848	0.43924502	0.5356773	0.51384217	0.57466406	0.46490875	0.4473075	0.5346871	0.5277292	0.44808105	0.5004886	0.51660144	0.47229785	0.5118624	0.4896942
SRR24759602_binette_bin30	0.015531222	0.021438068	0.031155173	0.03129982	0.022207867	0.0166323	0.056108568	0.029106904	0.015959444	0.012723731	0.015982198	0.021386988	0.02910866	0.0106530115	0.019127546	0.033127133	0.012406417	0.014424162	0.015066992	0.01911327	0.017091218
SRR24759602_binette_bin31	0.015107488	0.016046936	0.010163124	0.009623513	0.0114801	0.017101252	0.09218688	0.0071315905	0.0041299523	0.011989437	0.025074692	0.015332877	0.038504537	0.033704657	0.011011424	0.017590778	0.029039398	0.013099292	0.058217995	0.0071677896	0.012857607
SRR24759602_binette_bin33	0.02242268	0.044305652	0.020370418	0.025915911	0.027749302	0.023483261	0.05367464	0.020178916	0.007328883	0.023892213	0.026636068	0.024260158	0.024125367	0.02571622	0.029723674	0.033355996	0.028191948	0.031165566	0.030740611	0.009235222	0.015064507
SRR24759602_binette_bin34	0.0031878029	0.012658976	0.012411024	0.047454897	0.014627822	0.024217028	0.038842093	0.033990864	0.014319515	0.009399578	0.008873085	0.010434545	0.012156994	0.0035808573	0.008648775	0.012255989	0.006884147	0.008659469	0.007192217	0.01681168	0.010737714
SRR24759602_binette_bin35	0	0.10791436	0	0	0.0029593115	0	0.1570357	0	0	0	0.0019854985	0	0	0	0	0.0015071651	0	0	0.035910435	0	0
SRR24759602_binette_bin36	0.008854964	0.021601377	0.01644453	0.020716492	0.017270349	0.019324865	0.04863327	0.011011564	0.012414715	0.0072512627	0.006958864	0.0122594675	0.012761739	0.0055879815	0.007867093	0.010008321	0.00883071	0.0069769993	0.0075656474	0.014753801	0.013130181
SRR24759602_binette_bin37	0.063116945	0.07854626	0.07128864	0.07907828	0.076824136	0.11340799	0.15238139	0.061137065	0.0883625	0.08577436	0.084253065	0.09530408	0.07577737	0.08750973	0.105015054	0.071149	0.08699846	0.09502335	0.096009135	0.09122099	0.09315923
SRR24759602_binette_bin38	0.041834626	0.05638025	0.0667233	0.103091314	0.10703259	0.073172815	0.14499518	0.064711824	0.0249057	0.070308216	0.08539031	0.10745624	0.084814355	0.04622725	0.07315182	0.099940635	0.049973577	0.055005256	0.09741062	0.030104013	0.042005733
SRR24759602_binette_bin39	0.90059656	0.6796255	0.6411007	0.7723688	0.6949898	0.7604967	0.9312408	0.783952	0.86398196	0.8370958	0.9170998	0.81565344	0.73357886	0.9030527	0.85252595	0.7421526	0.8678632	0.9215086	0.7523212	0.8264379	0.8363217
SRR24759602_binette_bin40	0.18389823	0.12966052	0.14204645	0.1549776	0.18419647	0.17422926	0.3718242	0.14259502	0.20055126	0.17904454	0.24243267	0.17756782	0.16334982	0.18317801	0.16063762	0.15298954	0.162931	0.19564135	0.15380436	0.16122824	0.1548885
SRR24759602_binette_bin41	0.01728045	0.052147932	0.064129025	0.058422625	0.058460046	0.026406331	0.07780843	0.04332323	0.03166258	0.0382873	0.03346725	0.05611898	0.055685434	0.021325497	0.04586784	0.047127932	0.028435001	0.04263138	0.033895776	0.040758766	0.036856808
SRR24759602_binette_bin42	0.10538561	0.045246303	0.14374328	0.06244255	0.07049688	0.031601556	0.20415697	0.017744219	0.048933614	0.048924442	0.1160558	0.038435876	0.10689707	0.04783045	0.035115063	0.046783604	0.07672827	0.03331962	0.032574367	0.06260518	0.098829895
SRR24759602_binette_bin44	0.5339539	0.3546148	0.37412778	0.442497	0.36734474	0.44414043	0.6668644	0.45309883	0.5201883	0.5159467	0.55376977	0.49306744	0.43464354	0.5054248	0.48075414	0.4380278	0.48664376	0.5266577	0.42764813	0.47375214	0.4766667
SRR24759602_binette_bin45	0.013151843	0.010864191	0.0109602185	0.009571629	0.014801208	0.0098378025	0.076064676	0.006837955	0.0061443998	0.008603334	0.014266673	0.008602286	0.023471467	0.017672786	0.009721775	0.012396417	0.020343546	0.0077838385	0.025467576	0.00550625	0.0123951575
SRR24759602_binette_bin46	0.38030618	0.235666	0.25265533	0.31723607	0.2845428	0.36453745	0.522504	0.32000548	0.37495	0.36927345	0.38562495	0.3644608	0.30318403	0.36207846	0.3517524	0.3134064	0.33907744	0.37847626	0.3085647	0.32670194	0.32247502
SRR24759602_binette_bin48	0.03938638	0.09378287	0.03930806	0.053891286	0.049038712	0.042887237	0.080280334	0.0404083	0.01125687	0.041580882	0.041150305	0.039747287	0.035635564	0.049952727	0.049904123	0.059594665	0.0665386	0.064206764	0.060817916	0.017566219	0.027396923
SRR24759602_binette_bin49	0.005269218	0.0060569323	3.6485643	0.0055778846	0.011620711	0.012609928	0.113996215	0.0149737075	0.004834279	0.0069784573	0.0017201226	0	0.006135701	0.28161293	0.022679962	0.008872546	0.09198852	0.0024275538	0.029092701	0.017624747	0.13555263
SRR24759602_binette_bin51	0.030150887	0.042990584	0.036629863	0.05977117	0.0525651	0.049284626	0.112022236	0.040414616	0.01618789	0.045984425	0.045415655	0.050046317	0.050623126	0.02836123	0.044785548	0.059568815	0.03904743	0.041827403	0.050356597	0.018254915	0.025238542
SRR24759602_binette_bin52	0.025767135	0.031825487	0.028854795	0.022435037	0.051281568	0.026476312	0.12185725	0.015427366	0.011777296	0.015872305	0.031636782	0.016091065	0.039628904	0.028713597	0.019869495	0.027243363	0.040116806	0.0164787	0.04621721	0.011235844	0.03211687
SRR24759602_binette_bin54	0.027625203	0.025512911	0.06333035	0.035982702	0.03787682	0.019387463	0.08656698	0.016411621	0.03220772	0.018599337	0.038703866	0.026434176	0.050093096	0.02457019	0.02365923	0.030966252	0.02867202	0.017294662	0.01028052	0.021188393	0.05293294
SRR24759602_binette_bin55	0.055349935	0.08332425	0.08854016	0.044513214	0.06659478	0.0897276	0.07492506	0.14168224	0.052703682	0.08017524	0.062302664	0.10750718	0.13289115	0.04565148	0.054587435	0.1339024	0.040786874	0.06067827	0.11959076	0.07541776	0.0617336
SRR24759602_binette_bin72	0.028688185	0.05041708	0.08800444	0.08734491	0.06836211	0.047157735	0.08008976	0.0825834	0.035648126	0.033956114	0.038979422	0.037579674	0.075377256	0.020105284	0.04525279	0.09838412	0.02729259	0.026684009	0.039482974	0.04311026	0.0455083
SRR24759602_binette_bin73	0.1331869	0.16604808	0.13777079	0.088532194	0.10159077	0.12197132	0.37198132	0.092894755	0.12321033	0.13176632	0.24194145	0.10994686	0.095784135	0.07901849	0.10212116	0.09384005	0.12706834	0.15669866	0.12294925	0.13764247	0.06988285
SRR24759602_binette_bin75	0.027377252	0.06658094	0.036223046	0.042848933	0.03511558	0.07619465	0.054582458	0.07685808	0.033521924	0.03119383	0.035204668	0.039351244	0.04204641	0.028044786	0.030500408	0.03623234	0.043764833	0.032770168	0.04578228	0.038215727	0.046570808
SRR24759602_binette_bin76	0.017801411	0.037633616	0.015931698	0.027269801	0.030563163	0.023980249	0.09695838	0.022674011	0.010343583	0.021154193	0.020517707	0.033396725	0.024967935	0.018739816	0.02624655	0.03580352	0.0254279	0.024569409	0.033369187	0.011715978	0.012704882
SRR24759602_binette_bin77	0.0316986	0.04120274	0.062118337	0.031880017	0.037583716	0.03313348	0.049595177	0.08690004	0.03417621	0.039944414	0.035479683	0.052629042	0.05804068	0.021622676	0.021539673	0.05955133	0.020803075	0.029172352	0.068000734	0.03251583	0.03070393
SRR24759602_binette_bin78	0.46933356	0.32251137	0.31848553	0.37744597	0.35449797	0.4250926	0.52539295	0.38808414	0.49484226	0.4233618	0.43251947	0.48314956	0.4013063	0.45608872	0.43610698	0.3881265	0.42936623	0.44941646	0.41599914	0.40981904	0.4046379
SRR24759602_binette_bin8	0	0	0	0	0.005191416	0	0.09429976	0	0	0.0017769877	0	0.0580648	0	0	0.0072543803	0	0	0	0	0.018103087	0
SRR24759603_binette_bin1	0	0.013982535	0.026471594	0	0.027090957	0	0	0.15353043	0	0.0024029084	0	0.032389972	0.08030173	0	0.0025672547	0.0038561614	0.001342352	0	0.011244659	0.009959498	0
SRR24759603_binette_bin13	0.23827443	0.124339424	0.43132272	0.23713572	0.25141436	0.10799926	0.30646032	0.11836039	0.20796363	0.11579626	0.30384633	0.193938	0.28244781	0.14946075	0.16168845	0.18329431	0.1964068	0.1299947	0.08232821	0.18402995	0.37098286
SRR24759603_binette_bin17	0.010853083	0.01293302	0.015321192	0.051971775	0.0151035655	0.06705064	0.050506506	0.20322011	0.011225607	0.01251657	0.012322239	0.012244407	0.012985294	0.006354525	0.0075722574	0.02294331	0.018989138	0.007709378	0.012842585	0.0329612	0.032756638
SRR24759603_binette_bin2	0	0	0.006611309	0	0.0063696983	0.023144152	0	0.29075646	0	0.01697888	0	0.4069292	0	0.0026710297	0.0078084446	0.00971861	0.0015479632	0.0016811191	0	0.2618178	0
SRR24759603_binette_bin20	0	0	0	0	0	0	0	0.04010933	0	0	0	0	0	0	0	0.0011484714	0	0	0	0.0017723398	0
SRR24759603_binette_bin27	0.4010021	0.27422708	0.27597994	0.33884797	0.32253385	0.33182287	0.3107532	0.55790675	0.36920658	0.36376217	0.37235057	0.3766025	0.36104697	0.41732973	0.4355109	0.3630524	0.36383066	0.3765834	0.35426798	0.34168473	0.38683966
SRR24759603_binette_bin29	0.0053545837	0.022874553	0.006980437	0.00900122	0.016010636	0	0.013897488	0.03270232	0	0.0063189357	0.009374221	0.010600768	0.017534949	0.0044460716	0.0033179615	0.006216871	0.0057030753	0.014266199	0.016921481	0.0048400997	0.0019935807
SRR24759603_binette_bin34	0.022657778	0.041123927	0.036605224	0.04751514	0.039639447	0.022053553	0.034808036	0.07319932	0.039886024	0.01746464	0.027696844	0.025633369	0.029015422	0.020359863	0.017569859	0.034341767	0.023986436	0.024558058	0.024830852	0.027668655	0.038812235
SRR24759603_binette_bin35	0.040874373	0.06827875	0.043045335	0.04267645	0.04248074	0.12726521	0.056710068	0.073032275	0.05478403	0.053106166	0.048891813	0.06490146	0.09355625	0.03397195	0.047600955	0.06668759	0.049028303	0.051389907	0.059061695	0.07930447	0.07963068
SRR24759603_binette_bin36	0.11074618	0.1683344	0.13181463	0.12224761	0.12482974	0.17567053	0.1537377	0.17237708	0.14687216	0.14949872	0.14721617	0.14604232	0.18967605	0.114650786	0.12582807	0.17655364	0.12745044	0.1542279	0.17672418	0.17221688	0.13972327
SRR24759603_binette_bin39	0.06442575	0.083236195	0.07925405	0.06032705	0.06721522	0.10298292	0.08039125	0.099351175	0.082951955	0.09049479	0.078572586	0.08945072	0.09103792	0.06588424	0.074587286	0.10136314	0.07940502	0.080050245	0.103946805	0.08589932	0.080888055
SRR24759603_binette_bin41	0.021566268	0.027372705	0.034465812	0.14148206	0.071683474	0.04544167	0.02781344	0.045657925	0.036831357	0.03730954	0.01766955	0.037172012	0.099306375	0.022279164	0.041952487	0.030610327	0.014832953	0.06344856	0.037477557	0.0249571	0.04237225
SRR24759603_binette_bin42	0.009451943	0.024900785	0.01986013	0.038102	0.026549136	0.014585923	0.020061716	0.03704766	0.023427604	0.009917401	0.015227865	0.012079598	0.018795155	0.009614776	0.011522241	0.022028072	0.010463973	0.014410567	0.013848947	0.018171495	0.015516955
SRR24759603_binette_bin44	0.019244654	0.03851631	0.017770419	0.021944527	0.024754126	0.02039854	0.025037823	0.036758605	0.006222737	0.02015534	0.0209874	0.021314187	0.019781295	0.021199936	0.026845435	0.028158387	0.024377469	0.025953002	0.027754778	0.0084163435	0.012755295
SRR24759603_binette_bin45	0.032822136	0.0472848	0.05202272	0.03758356	0.094454944	0.04450102	0.085344315	0.047161695	0.02201887	0.027950294	0.050083347	0.025954628	0.056873016	0.05207729	0.03637338	0.04899129	0.05404121	0.02054412	0.049397253	0.02156172	0.05504479
SRR24759603_binette_bin46	0.5532216	0.35571808	0.34672746	0.46544957	0.39809367	0.47064185	0.38696638	0.6999637	0.4841641	0.49128103	0.47819266	0.49090326	0.43812162	0.5810582	0.6135547	0.44390926	0.47930986	0.5005945	0.41942078	0.4641206	0.5403835
SRR24759603_binette_bin49	0	0	0.0033169384	0	0.49846974	0.024884777	0	0.18307887	0	0.0037955286	0.060154393	0.05045423	0.011976338	0.0016370508	0.0022490565	0.005300836	0.0034388327	0.005269622	0.010152778	0.05230476	0.0015042968
SRR24759603_binette_bin51	0.4168082	0.26502416	0.26006752	0.3228954	0.32339734	0.33629397	0.31189775	0.56128865	0.37214965	0.37230363	0.383532	0.36749616	0.33507717	0.41739747	0.41377935	0.36393154	0.38062528	0.3849011	0.33108205	0.34055078	0.40691504
SRR24759603_binette_bin52	0.06245641	0.056724586	0.08067452	0.049628705	0.028077953	0.03244933	0.034867335	0.28876227	0.028790379	0.04061299	0.025290256	0.02559424	0.03513518	0.028204141	0.03231297	0.052156717	0.024757644	0.028579004	0.06273816	0.045482874	0.045995552
SRR24759603_binette_bin53	0.010855224	0.021835124	0.015767394	0.021708127	0.018861791	0.019628616	0.010321371	0.040437248	0.011097379	0.011879298	0.0077320193	0.011164041	0.013771889	0.006154277	0.010538192	0.020455295	0.013422755	0.007888076	0.01775941	0.015140227	0.010680046
SRR24759603_binette_bin54	0.1260099	0.11664303	0.13063435	0.12159202	0.14308292	0.09412455	0.1243785	0.30518195	0.13693869	0.15123238	0.12288611	0.14740199	0.18405321	0.13483198	0.11408826	0.18100287	0.10358317	0.13879782	0.17403388	0.124247596	0.09990908
SRR24759603_binette_bin55	0.0039145653	0.014998486	0.014928381	0.02612155	0.018822579	0.0132629955	0.012198372	0.029041547	0.014756182	0.009179156	0.00901742	0.014121438	0.012897117	0.0052913968	0.00801448	0.010862265	0.0071734586	0.008657371	0.01131637	0.012864761	0.009259419
SRR24759603_binette_bin56	0.3742257	0.29408813	0.28983185	0.3145888	0.34072086	0.33306432	0.2989702	0.48647922	0.3579983	0.34279817	0.33514217	0.36711517	0.37114295	0.37916762	0.35875094	0.36302352	0.3185638	0.3652094	0.35746196	0.3288782	0.33784625
