Sample	Tool	accuracy_bp	accuracy_seq	adjusted_rand_index_bp	adjusted_rand_index_seq	binning type	f1_score_bp	f1_score_bp_cami1	f1_score_per_bp	f1_score_per_seq	f1_score_seq	f1_score_seq_cami1	misclassification_bp	misclassification_seq	percentage_of_assigned_bps	percentage_of_assigned_seqs	precision_avg_bp	precision_avg_bp_sem	precision_avg_bp_var	precision_avg_seq	precision_avg_seq_sem	precision_weighted_bp	precision_weighted_seq	rand_index_bp	rand_index_seq	rank	recall_avg_bp	recall_avg_bp_cami1	recall_avg_bp_sem	recall_avg_bp_sem_cami1	recall_avg_bp_var	recall_avg_bp_var_cami1	recall_avg_seq	recall_avg_seq_cami1	recall_avg_seq_sem	recall_avg_seq_sem_cami1	recall_weighted_bp	recall_weighted_seq
sample_5	MetaBat2	0.19346272890969213	0.009110452846703344	0.27821127758570413	0.09002335742547511	genome	0.22411762638150426	0.1454319903491916	0.3944318553019483	0.04477528794387779	0.16438414908114252	0.11799949754669545	0.3813859572462529	0.6708712062856262	0.312735753699507	0.027680509942286075	0.8721928817872034	0.02892306072178748	0.0585580409061344	0.8097721580281534	0.03380581801661238	0.6186140427537471	0.32912879371437376	0.9528636004477675	0.8434225232234922	NA	0.12857850114120284	0.07932983985575416	0.011108045401941005	0.009772835229474888	0.08143652395004458	0.06322650017567215	0.09147701412399256	0.06363626752711127	0.009144392176511673	0.008309440714116118	0.28951373517616574	0.024021616469711515
sample_5	CONCOCT	0.22369640510333483	0.022751878088057582	0.42411717335311744	0.148482422377491	genome	0.4040794832761143	0.1992812164863263	0.41548527820195946	0.07722722659726579	0.33316468516073794	0.16487727421227139	0.453180215021326	0.6585303412136485	0.40908615827069794	0.066629281702281	0.6880362648806805	0.02086646290674622	0.09883790525216578	0.6265447269631975	0.023311433913681234	0.546819784978674	0.34146965878635144	0.9835904326473295	0.9555302388103972	NA	0.28603222975055825	0.11651403465117594	0.01505001713012509	0.010730727930596498	0.14949199030725874	0.08497960917731703	0.22691266045363934	0.09492908522757187	0.014012826867126222	0.009472469934512989	0.3350204713740127	0.04353678110126084
sample_5	SemiBin2	0.22738687310799763	0.009261307574666427	0.9058222194153113	0.753712169929041	genome	0.17424828895749297	0.16631869434972937	0.370231354527371	0.018720184526784305	0.12890513657615343	0.12673406607711796	0.0951440686262649	0.19542465499675832	0.25129621768935434	0.011510802104716635	0.839325719118783	0.023045053858416577	0.06001141932911725	0.8101280870487123	0.02580293844030771	0.9048559313737351	0.8045753450032417	0.9973988247164732	0.9919898986195915	NA	0.09721534450685856	0.09230479092789973	0.01032981372887366	0.0100257112725036	0.07042533410432966	0.0679480632872535	0.07002353508853391	0.06874409556016074	0.008527340151532784	0.00833355379809516	0.23272703951987153	0.00947026536039621
sample_5	DAS Tool	0.22157956433187798	0.011255468483888661	0.9295814203516238	0.7789416553310596	genome	0.21073353475541115	0.1685095306074193	0.3721641934390121	0.027711086834835533	0.173294081644992	0.13827347681075922	0.07161578770156807	0.24559648433313086	0.2386722667152062	0.014919692512221631	0.9292803109921528	0.019200795530988125	0.025438267882574125	0.7713656431925671	0.04064198649660696	0.9283842122984319	0.7544035156668691	0.9977644099806625	0.9865079833191374	NA	0.11884167109020335	0.09265553556752426	0.011701672388750963	0.01077870631160004	0.09037323021781339	0.07667913643613952	0.09761170522230674	0.0759434770126183	0.010221058043748147	0.00920781473377084	0.23272960855169603	0.014114778592701296
sample_5	MaxBin2	0.12271764345622244	0.010283175113554165	0.44866380881409607	0.2519641516105852	genome	0.24555313059526124	0.09157680523275051	0.23712417299365154	0.03760116270077232	0.17431068527068982	0.06708736773948538	0.5112853966274425	0.7409108613024967	0.25110287805881704	0.03968971901041431	0.4623004369625296	0.02804387742718761	0.07156777456475215	0.23470206239930497	0.02533640611887686	0.48871460337255745	0.2590891386975033	0.9855112390433368	0.9779581697365507	NA	0.16717428293782374	0.050822057448103024	0.01167801495944648	0.006882267131981171	0.09000818203941682	0.03220860859564487	0.13863770538821574	0.03913718057506575	0.010966564160427919	0.005778731530939617	0.15653823879514994	0.0202715704936681
sample_5	Binette	0.24403207738733154	0.017766742342789917	0.9677319216295404	0.8969170711638214	genome	0.22517343972405265	0.18378517351759432	0.39867629749735123	0.03864144302069672	0.17812291762654936	0.1414608211771314	0.042767531522800106	0.12434647820718281	0.25493501884191894	0.020289694383246702	0.9275969713340068	0.01637097813662139	0.022780758637727525	0.8676624090425741	0.024363997743126763	0.9572324684771999	0.8756535217928172	0.9991135556143493	0.9952266537668268	NA	0.12813961562793458	0.10199693424946554	0.011926824019400487	0.010897337947836233	0.09388442658523397	0.0784950550449214	0.09924888979908666	0.07700797378308186	0.010105154448730802	0.008830237065379082	0.25176722297736537	0.01975663880740542
sample_5	COMEBin	0.29921756844305925	0.03377866572991033	0.8092655943693745	0.7171551444800303	genome	0.32051179096361815	0.2072288036909334	0.4409458470033411	0.07118483565743819	0.2622275220877735	0.15917221136079074	0.14382960853939764	0.2750486214391946	0.34948366753562055	0.04659438788428643	0.7705701778981491	0.01879580293835753	0.07489582811668476	0.719496763812934	0.02095376524827833	0.8561703914606024	0.7249513785608054	0.9966590082493395	0.9948752057525775	NA	0.20233577592471336	0.11971133758734388	0.013622505838007658	0.01009895960133039	0.1224779591023248	0.07282013531092252	0.16033081567355828	0.08948428152240358	0.012425720428033606	0.008505275084725277	0.2969374564711706	0.03743009642442311
sample_6	Gold standard	1.0	1.0	1.0	1.0	genome	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0
sample_6	MetaBat2	0.17637127267845062	0.009056145340088629	0.20658431379162603	0.099827425723617	genome	0.24778099850361165	0.14206054416897773	0.39287256617249233	0.050087647164283114	0.18267277469345172	0.11696446244986246	0.46070118800856485	0.700431289640592	0.32703812572324314	0.030230611632381447	0.8626024766685391	0.03063354284133119	0.06475056234380547	0.8250590572688605	0.0332579587345979	0.5392988119914351	0.299568710359408	0.9351825471718517	0.8644884494736614	NA	0.14466836163131733	0.07740404256705359	0.011819102017366337	0.009718280704770663	0.0928946297104472	0.06299480156443074	0.1027062631806516	0.06294384714240787	0.009541185145997735	0.008190408905759927	0.30898055392259144	0.02732847291567283
sample_6	CONCOCT	0.22226847162711166	0.024590461494253753	0.39749490536352117	0.14888369686094044	genome	0.4194592048810038	0.22357325353564098	0.41360706083688836	0.07970289845938977	0.343118368603873	0.18454509632262137	0.4732613708835687	0.647148590252456	0.4219710864949322	0.06969069929987692	0.6884119796711664	0.021239660101454977	0.09789372598589843	0.640868963400594	0.022891405379966544	0.5267386291164313	0.35285140974754403	0.9835893731605657	0.9647222869125437	NA	0.30162040150088815	0.13345797691087016	0.01502336276571808	0.011528140295119475	0.15009145014559233	0.09621816551270511	0.23427373880125485	0.10779256051951705	0.01381227693226613	0.010060894011105746	0.34047970526634447	0.044925373210641786
