Genome	SRR22878281	SRR22878282	SRR22878283
SRR22878283_binette_bin157	0	0.0069332137	0.048576828
SRR22878283_binette_bin158	0	0	0.10358289
SRR22878283_binette_bin16	0	0.0014916813	0.07376013
SRR22878283_binette_bin17	0.0027537039	0	0.09239669
SRR22878283_binette_bin19	0.0751925	0.5562433	0.19083218
SRR22878283_binette_bin191	0.0040068296	0.0050381953	0.06924199
SRR22878283_binette_bin192	0	0	0.22185944
SRR22878283_binette_bin193	0.00298587	0.0021646342	0.26241884
SRR22878283_binette_bin195	0.0014451718	0.002238314	0.45400113
SRR22878283_binette_bin196	0	0	0.10747026
SRR22878283_binette_bin198	0	0	0.10768973
SRR22878283_binette_bin2	0.0014908306	0.0030223886	0.34453908
SRR22878283_binette_bin200	0	0	0.105149835
SRR22878283_binette_bin201	0.097801454	0.096028574	0.039328285
SRR22878283_binette_bin202	0.012249088	0.008018168	0.29312092
SRR22878283_binette_bin203	0.028003372	0	0.15293358
SRR22878283_binette_bin204	0	0.058748703	0.14066823
SRR22878283_binette_bin205	0.0054609077	0.010830871	0.2783616
SRR22878283_binette_bin206	0	0.005728795	0.07821042
SRR22878283_binette_bin207	0.055141076	0.016661234	0.20248032
SRR22878283_binette_bin208	0	0	0.09298696
SRR22878283_binette_bin209	0.003077113	0.039562758	0.081159554
SRR22878283_binette_bin21	0	0.0016220983	0.08395378
SRR22878283_binette_bin210	0.112859115	0.14681572	0.78679264
SRR22878283_binette_bin211	0.043419514	0.013501908	0.15629843
SRR22878283_binette_bin212	0.0041675	0.0041485117	0.38211024
SRR22878283_binette_bin213	0.030048335	0.009784194	0.12733167
SRR22878283_binette_bin214	0	0.0067124357	0.064301446
SRR22878283_binette_bin215	0.022397073	0.007367155	0.077343844
SRR22878283_binette_bin216	0	0.004821937	0.19985312
SRR22878283_binette_bin217	0	0.0018155193	0.07896228
SRR22878283_binette_bin218	0.01195987	0.0057446426	0.08024229
SRR22878283_binette_bin22	0.0016288242	0.004810569	0.45603076
SRR22878283_binette_bin220	0	0.0054032323	0.081922054
SRR22878283_binette_bin221	0	0.023822188	0.057132803
SRR22878283_binette_bin222	0	0.052435786	0.12772582
SRR22878283_binette_bin224	0	0.0032226313	0.17705779
SRR22878283_binette_bin225	0	0.0014681937	0.21215823
SRR22878283_binette_bin226	0	0.0018282996	0.15711159
SRR22878283_binette_bin228	0	0	0.15901549
SRR22878283_binette_bin23	0.0017786026	0.008433226	0.6840396
SRR22878283_binette_bin231	0.013481638	0.021876361	0.25551462
SRR22878283_binette_bin24	0	0.003100729	0.2703431
SRR22878283_binette_bin25	0.0022518965	0.0034974567	0.13265951
SRR22878283_binette_bin26	0	0.013000639	0.15381488
SRR22878283_binette_bin27	0.007815656	0.001219236	0.17994684
SRR22878283_binette_bin28	0	0.02791891	0.15844245
SRR22878283_binette_bin29	0	0.0038094656	0.10444209
SRR22878283_binette_bin3	0.0010452628	0	0.20255607
SRR22878283_binette_bin30	0.014290034	0.161068	0.16206373
SRR22878283_binette_bin31	0.0010881791	0.020212887	0.19660825
SRR22878283_binette_bin32	0.09278798	0.021372354	0.19903898
SRR22878283_binette_bin35	0	0.004278408	0.08103662
SRR22878283_binette_bin36	0.02684319	0.06761053	0.10186051
SRR22878283_binette_bin37	0	0.06486896	0.15258032
SRR22878283_binette_bin4	0	0.0027478223	0.18345903
SRR22878283_binette_bin40	0	0.005781967	0.08357518
SRR22878283_binette_bin41	0.023441087	0.0030413447	0.0720552
SRR22878283_binette_bin43	0.014676809	0.008533346	0.09121366
SRR22878283_binette_bin45	0.0033892477	0.065633185	0.16614859
SRR22878283_binette_bin46	0.002575027	0.030668769	0.19865115
SRR22878283_binette_bin48	0.0023723985	0.002910782	0.07012778
SRR22878283_binette_bin49	0.0019663016	0.013989769	0.075403176
SRR22878283_binette_bin5	0	0	0.2964701
SRR22878283_binette_bin50	0	0	0.10668215
SRR22878283_binette_bin51	0.00443052	0.022955496	0.25751826
SRR22878283_binette_bin52	0.001306227	0	0.08371948
SRR22878283_binette_bin54	0.014696021	0.0071265106	0.11838348
SRR22878283_binette_bin56	0.0030499215	0.0031551206	0.076705046
SRR22878283_binette_bin57	0.008771268	0.02428911	0.25946167
SRR22878283_binette_bin58	0.0016954932	0.0014334165	0.09558007
SRR22878283_binette_bin59	0	0	0.43178725
SRR22878283_binette_bin6	0.005916439	0.014667337	0.18821034
SRR22878283_binette_bin60	0.035376646	0.025456464	5.4408803
SRR22878283_binette_bin61	0.0015892037	0.01049412	1.2751342
SRR22878283_binette_bin62	0.0013750916	0	0.07680623
SRR22878283_binette_bin63	0.0071534906	0.053201597	0.059205655
SRR22878283_binette_bin65	0.0024198985	0.035703648	0.06278278
SRR22878283_binette_bin66	0.0043642153	0.0073339352	0.0680611
SRR22878283_binette_bin67	0.01281868	0.042677708	0.08477463
SRR22878283_binette_bin68	0	0.007100639	0.09057269
SRR22878283_binette_bin69	0.009433915	0.0032483249	0.053400997
SRR22878283_binette_bin7	0.0031027661	0.0023282229	0.08942649
SRR22878283_binette_bin70	0.020089393	0.0103806	0.06338961
SRR22878283_binette_bin71	0	0.0026622484	0.060929306
SRR22878283_binette_bin72	0	0	0.063784614
SRR22878283_binette_bin73	0.012969905	0.0087897675	0.13034494
SRR22878283_binette_bin74	0.0029231168	0	0.061982274
SRR22878283_binette_bin75	0.0015837298	0.0028838117	0.055031538
SRR22878283_binette_bin76	0	0.004939735	0.0728062
SRR22878283_binette_bin77	0	0	0.05719015
SRR22878283_binette_bin78	0	0.010116316	0.065263934
SRR22878283_binette_bin79	0	0	0.05742187
SRR22878283_binette_bin8	0.00095103105	0.0013751457	0.20419279
SRR22878283_binette_bin80	0.0019414113	0.011025033	0.14348489
SRR22878283_binette_bin81	0	0	0.053327642
SRR22878283_binette_bin82	0.097761534	0.0315151	0.4732012
SRR22878283_binette_bin85	0.0014561497	0.0068723746	0.04906346
SRR22878283_binette_bin86	0.0033042599	0.001985742	0.05145022
SRR22878283_binette_bin87	0	0	0.07379122
SRR22878283_binette_bin88	0.007492757	0.009041526	0.07567573
SRR22878283_binette_bin89	0	0	0.099667184
SRR22878283_binette_bin9	0.0020403853	0.0056640753	0.15206328
SRR22878283_binette_bin90	0.0061438754	0.01143939	0.0631756
SRR22878283_binette_bin91	0	0.0041613863	0.24830367
SRR22878283_binette_bin92	0.0070854537	0.030829962	0.060365856
SRR22878283_binette_bin93	0.005159918	0.009601641	0.12244653
SRR22878283_binette_bin94	0	0.002281343	0.26808512
SRR22878283_binette_bin95	0.01731997	0.0036852402	0.1228567
SRR22878283_binette_bin96	0.030832853	0.018465785	0.12940386
SRR22878283_binette_bin97	0.14621429	0.030145148	0.38944107
SRR22878283_binette_bin98	0.0077833133	0.0035533102	0.2931685
SRR22878283_binette_bin99	0.013940462	0.037038684	0.06512735
unmapped	41.010887	73.03663	50.711205
